时间戳,数值,指标名称,实例地址,数值_百分比,计量单位,容器实例,endpoint,任务名称,命名空间,容器名称,service,数值_GB,数值_MB,设备名称,文件系统类型,挂载点,数值_MBps
2026-01-09 09:22:59.486,1720.47407407407,网络流出量,10.1.2.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-7shl9,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00164077193648727
2026-01-09 10:22:59.486,1718.09154848722,网络流出量,10.1.2.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-7shl9,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.0016384997830269
2026-01-09 11:22:59.486,1735.7454231651,网络流出量,10.1.2.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-7shl9,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00165533582989225
2026-01-08 19:22:59.486,7690.38518518519,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00733412283438223
2026-01-08 20:22:59.486,7700.39259259259,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00734366664180049
2026-01-08 21:22:59.486,7695.86183652532,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00733934577610523
2026-01-08 22:22:59.486,7686.84930796553,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00733075075909188
2026-01-08 23:22:59.486,7687.90995522206,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.0073317622711392
2026-01-09 00:22:59.486,7701.37407407407,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00734460265548141
2026-01-09 01:22:59.486,7674.09009596261,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00731858262630711
2026-01-09 02:22:59.486,7681.7962962963,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00732593183164243
2026-01-09 03:22:59.486,7695.08035214945,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00733860049452729
2026-01-09 04:22:59.486,7694.35812725232,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00733791172719223
2026-01-09 05:22:59.486,7695.70740740741,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00733919850102177
2026-01-09 06:22:59.486,7686.0037037037,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00732994432802554
2026-01-09 07:22:59.486,7678.93955162797,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00732320742762372
2026-01-09 08:22:59.486,7683.467839008,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00732752593899536
2026-01-09 09:22:59.486,7701.42482009193,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00734465105065529
2026-01-09 10:22:59.486,7684.01481481482,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00732804757577402
2026-01-09 11:22:59.486,7700.1037037037,网络流出量,10.1.3.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-mbsdt,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00734339113588686
2026-01-08 19:22:59.486,709.828554920574,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000676945261879514
2026-01-08 20:22:59.486,721.487857362435,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.00068806443916553
2026-01-08 21:22:59.486,719.274074074074,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000685953210901331
2026-01-08 22:22:59.486,731.848148148148,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000697944782398365
2026-01-08 23:22:59.486,721.514814814815,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000688090147795501
2026-01-09 00:22:59.486,731.951851851852,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000698043681957104
2026-01-09 01:22:59.486,739.239774962129,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000704993987047319
2026-01-09 02:22:59.486,742.974074074074,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000708555292200159
2026-01-09 03:22:59.486,738.336067911363,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000704132144843447
2026-01-09 04:22:59.486,736.988888888889,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000702847374810113
2026-01-09 05:22:59.486,741.7,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000707340240478516
2026-01-09 06:22:59.486,715.097351491291,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000681969977847377
2026-01-09 07:22:59.486,721.211111111111,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000687800513373481
2026-01-09 08:22:59.486,716.165615428205,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000682988753727155
2026-01-09 09:22:59.486,756.981481481482,网络流出量,10.1.4.10:9100,,MB/s,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-pbhfz,kube-prometheus-stack-prometheus-node-exporter,,,cni0,,,0.000721913796884042
