时间戳,数值,指标名称,实例地址,数值_百分比,计量单位,容器实例,endpoint,任务名称,命名空间,容器名称,service,数值_GB,数值_MB,设备名称,文件系统类型,挂载点,数值_MBps
2026-01-09 02:22:59.486,22821138432,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 03:22:59.486,22831124480,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 04:22:59.486,22832701440,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 05:22:59.486,22842687488,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 06:22:59.486,22852669440,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 07:22:59.486,22850588672,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 08:22:59.486,22860574720,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 09:22:59.486,22862176256,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 10:22:59.486,22880563200,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
2026-01-09 11:22:59.486,22890557440,磁盘使用量,10.1.5.10:9100,,,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-p8bfs,kube-prometheus-stack-prometheus-node-exporter,,,/dev/vda3,ext4,/,
