时间戳,数值,指标名称,实例地址,数值_百分比,计量单位,容器实例,endpoint,任务名称,命名空间,容器名称,service,数值_GB,数值_MB,设备名称,文件系统类型,挂载点,数值_MBps
2026-01-08 20:22:59.486,1257844736,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17145919799805,1199.57421875,,,,
2026-01-08 21:22:59.486,1260474368,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17390823364258,1202.08203125,,,,
2026-01-08 22:22:59.486,1256898560,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17057800292969,1198.671875,,,,
2026-01-08 23:22:59.486,1264820224,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17795562744141,1206.2265625,,,,
2026-01-09 00:22:59.486,1258938368,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17247772216797,1200.6171875,,,,
2026-01-09 01:22:59.486,1263628288,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17684555053711,1205.08984375,,,,
2026-01-09 02:22:59.486,1262514176,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17580795288086,1204.02734375,,,,
2026-01-09 03:22:59.486,1263558656,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.17678070068359,1205.0234375,,,,
2026-01-09 04:22:59.486,1282633728,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.19454574584961,1223.21484375,,,,
2026-01-09 05:22:59.486,1278119936,内存使用量,10.2.1.10:9100,,GB,node-exporter,http-metrics,node-exporter,monitoring,kube-prometheus-stack-prometheus-node-exporter-d2hwv,kube-prometheus-stack-prometheus-node-exporter,1.19034194946289,1218.91015625,,,,
