Time_UTCG,SatId,FrontId,FrontRangeKm,BackId,BackRangeKm,LeftId,LeftRangeKm,LeftChanged,RightId,RightRangeKm,RightChanged
'15 Dec 2025 19:00:00.000,Sat_1_13,Sat_1_1,3316.0234168604143,Sat_1_12,3316.023416860509,Sat_15_13,2138.327384703555,1,Sat_2_12,1013.5597157818966,0
'15 Dec 2025 20:00:00.000,Sat_1_13,Sat_1_1,3316.023416860414,Sat_1_12,3316.0234168605093,Sat_15_1,2777.880689959449,1,Sat_2_12,2188.126550988076,0
'15 Dec 2025 21:00:00.000,Sat_1_13,Sat_1_1,3316.0234168604134,Sat_1_12,3316.0234168605057,Sat_15_1,2182.4370335297353,0,Sat_2_12,2039.3359912400078,0
'15 Dec 2025 22:00:00.000,Sat_1_13,Sat_1_1,3316.0234168604143,Sat_1_12,3316.023416860508,Sat_15_1,1569.5721359216295,0,Sat_2_12,659.134549173097,0
'15 Dec 2025 23:00:00.000,Sat_1_13,Sat_1_1,3316.023416860414,Sat_1_12,3316.0234168605057,Sat_15_13,2203.821927555955,1,Sat_2_12,1130.301933195138,0
'16 Dec 2025 00:00:00.000,Sat_1_13,Sat_1_1,3316.0234168604134,Sat_1_12,3316.0234168606034,Sat_15_1,2769.7321308777136,1,Sat_2_12,2225.6559034044267,0
'15 Dec 2025 00:00:00.000,Sat_2_1,Sat_2_2,3316.023416860415,Sat_2_13,3316.0234168604097,Sat_1_2,2153.0368995585027,0,Sat_3_1,2285.6714953616734,0
'15 Dec 2025 01:00:00.000,Sat_2_1,Sat_2_2,3316.023416860408,Sat_2_13,3316.0234168604165,Sat_1_2,918.1834926656815,0,Sat_3_1,1395.4922809508105,0
'15 Dec 2025 02:00:00.000,Sat_2_1,Sat_2_2,3316.0234168604065,Sat_2_13,3316.0234168604197,Sat_1_2,881.7115737548949,0,Sat_3_1,353.8370310418196,0
'15 Dec 2025 03:00:00.000,Sat_2_1,Sat_2_2,3316.023416860391,Sat_2_13,3316.023416860434,Sat_1_2,2138.6201696344833,0,Sat_3_1,1872.6596753846795,0
'15 Dec 2025 04:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603915,Sat_2_13,3316.0234168604325,Sat_1_2,2102.639704815685,0,Sat_3_1,2265.974649116494,0
'15 Dec 2025 05:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603943,Sat_2_13,3316.023416860432,Sat_1_2,795.9811008560357,0,Sat_3_1,1288.1793569785493,0
'15 Dec 2025 06:00:00.000,Sat_2_1,Sat_2_2,3316.023416860366,Sat_2_13,3316.0234168604584,Sat_1_2,1001.9641595255989,0,Sat_3_1,481.05136063666754,0
'15 Dec 2025 07:00:00.000,Sat_2_1,Sat_2_2,3316.023416860371,Sat_2_13,3316.023416860456,Sat_1_2,2184.0670300286965,0,Sat_3_1,1946.4688316255963,0
'15 Dec 2025 08:00:00.000,Sat_2_1,Sat_2_2,3316.023416860367,Sat_2_13,3316.023416860457,Sat_1_2,2045.3075064714744,0,Sat_3_1,2238.8000545722984,0
'15 Dec 2025 09:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603656,Sat_2_13,3316.0234168604584,Sat_1_2,671.4202095809273,0,Sat_3_1,1176.672029033994,0
'15 Dec 2025 10:00:00.000,Sat_2_1,Sat_2_2,3316.02341686037,Sat_2_13,3316.0234168604547,Sat_1_2,1119.0402920727793,0,Sat_3_1,607.9694907650147,0
'15 Dec 2025 11:00:00.000,Sat_2_1,Sat_2_2,3316.023416860368,Sat_2_13,3316.0234168604575,Sat_1_2,2222.308203556283,0,Sat_3_1,2013.8629150385855,0
'15 Dec 2025 12:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603192,Sat_2_13,3316.023416860504,Sat_1_2,1981.2310441565314,0,Sat_3_1,2204.2379520488844,0
'15 Dec 2025 13:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603206,Sat_2_13,3316.023416860504,Sat_1_2,545.09899879992,0,Sat_3_1,1061.3587235154496,0
'15 Dec 2025 14:00:00.000,Sat_2_1,Sat_2_2,3316.023416860319,Sat_2_13,3316.023416860507,Sat_1_2,1232.5145565299026,0,Sat_3_1,733.5014304408521,0
'15 Dec 2025 15:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603197,Sat_2_13,3316.023416860505,Sat_1_2,2253.216644864436,0,Sat_3_1,2074.6174100389258,0
'15 Dec 2025 16:00:00.000,Sat_2_1,Sat_2_2,3316.023416860321,Sat_2_13,3316.0234168605057,Sat_1_2,1910.6236725342096,0,Sat_3_1,2162.4031448688993,0
'15 Dec 2025 17:00:00.000,Sat_2_1,Sat_2_2,3316.023416860322,Sat_2_13,3316.023416860504,Sat_1_2,417.85081406798014,0,Sat_3_1,942.6510033292279,0
'15 Dec 2025 18:00:00.000,Sat_2_1,Sat_2_2,3316.023416860322,Sat_2_13,3316.023416860504,Sat_1_2,1341.9874142109245,0,Sat_3_1,856.9587568586348,0
'15 Dec 2025 19:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603197,Sat_2_13,3316.0234168605066,Sat_1_2,2276.6897015863583,0,Sat_3_1,2128.530112037186,0
'15 Dec 2025 20:00:00.000,Sat_2_1,Sat_2_2,3316.023416860319,Sat_2_13,3316.0234168605034,Sat_1_2,1833.720746789708,0,Sat_3_1,2113.4346437466643,0
'15 Dec 2025 21:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603206,Sat_2_13,3316.0234168605048,Sat_1_2,291.24363483192565,0,Sat_3_1,820.9903809795187,0
'15 Dec 2025 22:00:00.000,Sat_2_1,Sat_2_2,3316.02341686032,Sat_2_13,3316.0234168605057,Sat_1_2,1447.080684436076,0,Sat_3_1,977.8011339604225,0
'15 Dec 2025 23:00:00.000,Sat_2_1,Sat_2_2,3316.0234168603224,Sat_2_13,3316.023416860504,Sat_1_2,2292.6494334481426,0,Sat_3_1,2175.421718685638,0
'16 Dec 2025 00:00:00.000,Sat_2_1,Sat_2_2,3316.023416860226,Sat_2_13,3316.0234168606,Sat_1_2,1750.7789718329059,0,Sat_3_1,2057.4952401714268,0
'15 Dec 2025 00:00:00.000,Sat_2_2,Sat_2_3,3316.0234168604134,Sat_2_1,3316.023416860415,Sat_1_3,1528.198220878806,0,Sat_3_2,1895.5171859319635,0
'15 Dec 2025 01:00:00.000,Sat_2_2,Sat_2_3,3316.023416860433,Sat_2_1,3316.023416860408,Sat_1_3,192.86657229130418,0,Sat_3_2,392.02626481506087,0
'15 Dec 2025 02:00:00.000,Sat_2_2,Sat_2_3,3316.023416860442,Sat_2_1,3316.0234168604065,Sat_1_3,1767.462152975973,0,Sat_3_2,1363.6825224920985,0
'15 Dec 2025 03:00:00.000,Sat_2_2,Sat_2_3,3316.023416860464,Sat_2_1,3316.023416860391,Sat_1_3,2290.12204544842,0,Sat_3_2,2280.5385454209136,0
'15 Dec 2025 04:00:00.000,Sat_2_2,Sat_2_3,3316.023416860473,Sat_2_1,3316.0234168603915,Sat_1_3,1426.889248560746,0,Sat_3_2,1817.367215838262,0
'15 Dec 2025 05:00:00.000,Sat_2_2,Sat_2_3,3316.0234168604834,Sat_2_1,3316.0234168603943,Sat_1_3,315.8186442468441,0,Sat_3_2,265.92370575162045,0
'15 Dec 2025 06:00:00.000,Sat_2_2,Sat_2_3,3316.0234168605143,Sat_2_1,3316.023416860366,Sat_1_3,1849.2440858296538,0,Sat_3_2,1467.842540473997,0
'15 Dec 2025 07:00:00.000,Sat_2_2,Sat_2_3,3316.023416860531,Sat_2_1,3316.0234168603706,Sat_1_3,2272.68797326274,0,Sat_3_2,2294.9661464781925,0
'15 Dec 2025 08:00:00.000,Sat_2_2,Sat_2_3,3316.023416860533,Sat_2_1,3316.023416860367,Sat_1_3,1320.910646015121,0,Sat_3_2,1733.2330418773047,0
'15 Dec 2025 09:00:00.000,Sat_2_2,Sat_2_3,3316.023416860562,Sat_2_1,3316.0234168603656,Sat_1_3,442.7542411298541,0,Sat_3_2,147.9042289166481,0
'15 Dec 2025 10:00:00.000,Sat_2_2,Sat_2_3,3316.0234168605566,Sat_2_1,3316.0234168603697,Sat_1_3,1924.935317611483,0,Sat_3_2,1567.1937787546399,0
'15 Dec 2025 11:00:00.000,Sat_2_2,Sat_2_3,3316.023416860559,Sat_2_1,3316.023416860368,Sat_1_3,2247.7538625622146,0,Sat_3_2,2301.8197474296812,0
'15 Dec 2025 12:00:00.000,Sat_2_2,Sat_2_3,3316.0234168606057,Sat_2_1,3316.0234168603197,Sat_1_3,1210.624849655992,0,Sat_3_2,1643.3961681967253,0
'15 Dec 2025 13:00:00.000,Sat_2_2,Sat_2_3,3316.02341686065,Sat_2_1,3316.023416860321,Sat_1_3,569.908134848271,0,Sat_3_2,88.37686639887646,0
'15 Dec 2025 14:00:00.000,Sat_2_2,Sat_2_3,3316.0234168606567,Sat_2_1,3316.023416860319,Sat_1_3,1994.2832664764403,0,Sat_3_2,1661.400240624107,0
'15 Dec 2025 15:00:00.000,Sat_2_2,Sat_2_3,3316.023416860651,Sat_2_1,3316.0234168603206,Sat_1_3,2215.4025081474783,0,Sat_3_2,2301.0765974819287,0
'15 Dec 2025 16:00:00.000,Sat_2_2,Sat_2_3,3316.0234168606526,Sat_2_1,3316.0234168603206,Sat_1_3,1096.4140124610583,0,Sat_3_2,1548.1580019261398,0
'15 Dec 2025 17:00:00.000,Sat_2_2,Sat_2_3,3316.023416860704,Sat_2_1,3316.023416860322,Sat_1_3,695.939943399295,0,Sat_3_2,169.42738777860038,0
'15 Dec 2025 18:00:00.000,Sat_2_2,Sat_2_3,3316.023416860698,Sat_2_1,3316.0234168603215,Sat_1_3,2057.0568296135575,0,Sat_3_2,1750.1449263775705,0
'15 Dec 2025 19:00:00.000,Sat_2_2,Sat_2_3,3316.0234168607026,Sat_2_1,3316.0234168603197,Sat_1_3,2175.741360368599,0,Sat_3_2,2292.7391634928204,0
'15 Dec 2025 20:00:00.000,Sat_2_2,Sat_2_3,3316.023416860703,Sat_2_1,3316.0234168603197,Sat_1_3,978.682258356087,0,Sat_3_2,1447.839285993629,0
'15 Dec 2025 21:00:00.000,Sat_2_2,Sat_2_3,3316.023416860698,Sat_2_1,3316.023416860321,Sat_1_3,820.0824868799358,0,Sat_3_2,290.31905635385004,0
'15 Dec 2025 22:00:00.000,Sat_2_2,Sat_2_3,3316.0234168607044,Sat_2_1,3316.0234168603197,Sat_1_3,2113.047028260367,0,Sat_3_2,1833.1302732736915,0
'15 Dec 2025 23:00:00.000,Sat_2_2,Sat_2_3,3316.023416860699,Sat_2_1,3316.023416860323,Sat_1_3,2128.902191547128,0,Sat_3_2,2276.8351222099436,0
'16 Dec 2025 00:00:00.000,Sat_2_2,Sat_2_3,3316.023416860796,Sat_2_1,3316.023416860225,Sat_1_3,857.8609972665834,0,Sat_3_2,1342.7797026330873,0
'15 Dec 2025 00:00:00.000,Sat_2_3,Sat_2_4,3316.0234168604175,Sat_2_2,3316.0234168604143,Sat_1_4,557.5086811099451,0,Sat_3_3,1072.7912599947315,0
'15 Dec 2025 01:00:00.000,Sat_2_3,Sat_2_4,3316.0234168603824,Sat_2_2,3316.023416860433,Sat_1_4,1221.5886601435702,0,Sat_3_3,721.3081720509588,0
'15 Dec 2025 02:00:00.000,Sat_2_3,Sat_2_4,3316.0234168603643,Sat_2_2,3316.0234168604406,Sat_1_4,2250.520769190284,0,Sat_3_3,2068.9752192351416,0
'15 Dec 2025 03:00:00.000,Sat_2_3,Sat_2_4,3316.02341686033,Sat_2_2,3316.0234168604643,Sat_1_4,1917.8097171197585,0,Sat_3_3,2166.8110866481884,0
'15 Dec 2025 04:00:00.000,Sat_2_3,Sat_2_4,3316.0234168602988,Sat_2_2,3316.023416860474,Sat_1_4,430.30128418145887,0,Sat_3_3,954.3965513874679,0
'15 Dec 2025 05:00:00.000,Sat_2_3,Sat_2_4,3316.0234168602556,Sat_2_2,3316.023416860483,Sat_1_4,1331.4698039501789,0,Sat_3_3,844.9937293979758,0
'15 Dec 2025 06:00:00.000,Sat_2_3,Sat_2_4,3316.023416860244,Sat_2_2,3316.023416860514,Sat_1_4,2274.7247372432103,0,Sat_3_3,2123.5652321927137,0
'15 Dec 2025 07:00:00.000,Sat_2_3,Sat_2_4,3316.023416860205,Sat_2_2,3316.023416860531,Sat_1_4,1841.5114206281007,0,Sat_3_3,2118.5333560883028,0
'15 Dec 2025 08:00:00.000,Sat_2_3,Sat_2_4,3316.023416860178,Sat_2_2,3316.023416860533,Sat_1_4,303.51299467884127,0,Sat_3_3,833.0041134241286,0
'15 Dec 2025 09:00:00.000,Sat_2_3,Sat_2_4,3316.0234168601255,Sat_2_2,3316.023416860562,Sat_1_4,1437.0074639627708,0,Sat_3_3,966.1134027197255,0
'15 Dec 2025 10:00:00.000,Sat_2_3,Sat_2_4,3316.0234168600887,Sat_2_2,3316.023416860557,Sat_1_4,2291.4219043626786,0,Sat_3_3,2171.150657232323,0
'15 Dec 2025 11:00:00.000,Sat_2_3,Sat_2_4,3316.0234168600796,Sat_2_2,3316.023416860559,Sat_1_4,1759.148249802798,0,Sat_3_3,2063.26776873693,0
'15 Dec 2025 12:00:00.000,Sat_2_3,Sat_2_4,3316.0234168600828,Sat_2_2,3316.0234168606057,Sat_1_4,181.46006278579978,0,Sat_3_3,709.0955256975872,0
'15 Dec 2025 13:00:00.000,Sat_2_3,Sat_2_4,3316.023416859992,Sat_2_2,3316.02341686065,Sat_1_4,1537.8410737675274,0,Sat_3_3,1084.190921000287,0
'15 Dec 2025 14:00:00.000,Sat_2_3,Sat_2_4,3316.0234168599823,Sat_2_2,3316.0234168606567,Sat_1_4,2300.5568370918727,0,Sat_3_3,2211.5733169093846,0
'15 Dec 2025 15:00:00.000,Sat_2_3,Sat_2_4,3316.0234168599436,Sat_2_2,3316.023416860651,Sat_1_4,1670.995598974226,0,Sat_3_3,2001.1981500027553,0
'15 Dec 2025 16:00:00.000,Sat_2_3,Sat_2_4,3316.0234168599395,Sat_2_2,3316.023416860652,Sat_1_4,91.45460337084533,0,Sat_3_3,583.2312314557298,0
'15 Dec 2025 17:00:00.000,Sat_2_3,Sat_2_4,3316.023416859839,Sat_2_2,3316.0234168607035,Sat_1_4,1633.6289707854066,0,Sat_3_3,1198.7914735683764,0
'15 Dec 2025 18:00:00.000,Sat_2_3,Sat_2_4,3316.0234168598517,Sat_2_2,3316.023416860698,Sat_1_4,2302.099211112707,0,Sat_3_3,2244.698903383006,0
'15 Dec 2025 19:00:00.000,Sat_2_3,Sat_2_4,3316.023416859841,Sat_2_2,3316.023416860702,Sat_1_4,1577.3489542236584,0,Sat_3_3,1932.5311159110383,0
'15 Dec 2025 20:00:00.000,Sat_2_3,Sat_2_4,3316.023416859746,Sat_2_2,3316.023416860702,Sat_1_4,136.94226193510875,0,Sat_3_3,456.1481014552166,0
'15 Dec 2025 21:00:00.000,Sat_2_3,Sat_2_4,3316.023416859754,Sat_2_2,3316.0234168606994,Sat_1_4,1724.0484057680783,0,Sat_3_3,1309.5083930467235,0
'15 Dec 2025 22:00:00.000,Sat_2_3,Sat_2_4,3316.023416859744,Sat_2_2,3316.0234168607044,Sat_1_4,2296.0439065688406,0,Sat_3_3,2270.4173914529556,0
'15 Dec 2025 23:00:00.000,Sat_2_3,Sat_2_4,3316.0234168597526,Sat_2_2,3316.0234168606994,Sat_1_4,1478.5232953132534,0,Sat_3_3,1857.4954723394012,0
'16 Dec 2025 00:00:00.000,Sat_2_3,Sat_2_4,3316.0234168597503,Sat_2_2,3316.023416860795,Sat_1_4,252.89965191178612,0,Sat_3_3,329.087427163715,0
'15 Dec 2025 00:00:00.000,Sat_2_4,Sat_2_5,3316.0234168604143,Sat_2_3,3316.0234168604165,Sat_1_5,557.5086811099446,0,Sat_3_4,87.42500837737349,0
'15 Dec 2025 01:00:00.000,Sat_2_4,Sat_2_5,3316.023416860452,Sat_2_3,3316.0234168603824,Sat_1_5,1987.7884927015057,0,Sat_3_4,1652.4241806317268,0
'15 Dec 2025 02:00:00.000,Sat_2_4,Sat_2_5,3316.0234168604675,Sat_2_3,3316.023416860365,Sat_1_5,2218.890368942463,0,Sat_3_4,2301.4844971144034,0
'15 Dec 2025 03:00:00.000,Sat_2_4,Sat_2_5,3316.023416860502,Sat_2_3,3316.0234168603292,Sat_1_5,1107.7441900462447,0,Sat_3_4,1557.7003418567674,0
'15 Dec 2025 04:00:00.000,Sat_2_4,Sat_2_5,3316.023416860535,Sat_2_3,3316.0234168602983,Sat_1_5,683.6888782265092,0,Sat_3_4,158.50683622998685,0
'15 Dec 2025 05:00:00.000,Sat_2_4,Sat_2_5,3316.023416860576,Sat_2_3,3316.0234168602556,Sat_1_5,2051.2145152698513,0,Sat_3_4,1741.7163924304791,0
'15 Dec 2025 06:00:00.000,Sat_2_4,Sat_2_5,3316.0234168605884,Sat_2_3,3316.023416860245,Sat_1_5,2179.9385894195934,0,Sat_3_4,2293.8888590640754,0
'15 Dec 2025 07:00:00.000,Sat_2_4,Sat_2_5,3316.023416860629,Sat_2_3,3316.023416860206,Sat_1_5,990.3382027492353,0,Sat_3_4,1457.863749483675,0
'15 Dec 2025 08:00:00.000,Sat_2_4,Sat_2_5,3316.0234168606526,Sat_2_3,3316.023416860178,Sat_1_5,808.0433516530114,0,Sat_3_4,278.095943445456,0
'15 Dec 2025 09:00:00.000,Sat_2_4,Sat_2_5,3316.0234168607076,Sat_2_3,3316.023416860124,Sat_1_5,2107.8766151897366,0,Sat_3_4,1825.2774895205253,0
'15 Dec 2025 10:00:00.000,Sat_2_4,Sat_2_5,3316.023416860742,Sat_2_3,3316.0234168600896,Sat_1_5,2133.794841366918,0,Sat_3_4,2278.722797113212,0
'15 Dec 2025 11:00:00.000,Sat_2_4,Sat_2_5,3316.023416860752,Sat_2_3,3316.0234168600787,Sat_1_5,869.7990601195015,0,Sat_3_4,1353.2522435858154,0
'15 Dec 2025 12:00:00.000,Sat_2_4,Sat_2_5,3316.02341686075,Sat_2_3,3316.0234168600823,Sat_1_5,929.9872330088991,0,Sat_3_4,404.4653715695776,0
'15 Dec 2025 13:00:00.000,Sat_2_4,Sat_2_5,3316.023416860839,Sat_2_3,3316.0234168599927,Sat_1_5,2157.586295459838,0,Sat_3_4,1902.827947877549,0
'15 Dec 2025 14:00:00.000,Sat_2_4,Sat_2_5,3316.02341686085,Sat_2_3,3316.0234168599823,Sat_1_5,2080.6124945783313,0,Sat_3_4,2256.0366602789145,0
'15 Dec 2025 15:00:00.000,Sat_2_4,Sat_2_5,3316.02341686089,Sat_2_3,3316.023416859944,Sat_1_5,746.5928988889665,0,Sat_3_4,1244.2225278589992,0
'15 Dec 2025 16:00:00.000,Sat_2_4,Sat_2_5,3316.023416860891,Sat_2_3,3316.0234168599395,Sat_1_5,1049.0268940948442,0,Sat_3_4,531.742122673032,0
'15 Dec 2025 17:00:00.000,Sat_2_4,Sat_2_5,3316.0234168609936,Sat_2_3,3316.023416859839,Sat_1_5,2200.178291185372,0,Sat_3_4,1974.108856018984,0
'15 Dec 2025 18:00:00.000,Sat_2_4,Sat_2_5,3316.02341686098,Sat_2_3,3316.0234168598517,Sat_1_5,2020.5684106219367,0,Sat_3_4,2225.905774443652,0
'15 Dec 2025 19:00:00.000,Sat_2_4,Sat_2_5,3316.0234168609904,Sat_2_3,3316.0234168598413,Sat_1_5,621.2504079586901,0,Sat_3_4,1131.1506758584267,0
'15 Dec 2025 20:00:00.000,Sat_2_4,Sat_2_5,3316.0234168610873,Sat_2_3,3316.0234168597467,Sat_1_5,1164.716990883187,0,Sat_3_4,658.2064203544824,0
'15 Dec 2025 21:00:00.000,Sat_2_4,Sat_2_5,3316.023416861077,Sat_2_3,3316.0234168597544,Sat_1_5,2235.511069422194,0,Sat_3_4,2038.8825823675038,0
'15 Dec 2025 22:00:00.000,Sat_2_4,Sat_2_5,3316.023416861089,Sat_2_3,3316.023416859744,Sat_1_5,1953.8624124697665,0,Sat_3_4,2188.430206795119,0
'15 Dec 2025 23:00:00.000,Sat_2_4,Sat_2_5,3316.023416861083,Sat_2_3,3316.0234168597517,Sat_1_5,494.4375510956576,0,Sat_3_4,1014.4338301028961,0
'16 Dec 2025 00:00:00.000,Sat_2_4,Sat_2_5,3316.0234168610814,Sat_2_3,3316.0234168597503,Sat_1_5,1276.643228371496,0,Sat_3_4,782.9830246181506,0
'15 Dec 2025 00:00:00.000,Sat_2_5,Sat_2_6,3316.023416860415,Sat_2_4,3316.023416860415,Sat_1_6,1528.198220878805,0,Sat_3_5,1072.7912599947304,0
'15 Dec 2025 01:00:00.000,Sat_2_5,Sat_2_6,3316.023416860405,Sat_2_4,3316.023416860452,Sat_1_6,2299.99819842737,0,Sat_3_5,2207.940473619488,0
'15 Dec 2025 02:00:00.000,Sat_2_5,Sat_2_6,3316.023416860402,Sat_2_4,3316.0234168604675,Sat_1_6,1679.8629139526251,0,Sat_3_5,2007.5621848338617,0
'15 Dec 2025 03:00:00.000,Sat_2_5,Sat_2_6,3316.0234168603897,Sat_2_4,3316.023416860502,Sat_1_6,96.05095386098988,0,Sat_3_5,595.6067429119645,0
'15 Dec 2025 04:00:00.000,Sat_2_5,Sat_2_6,3316.023416860379,Sat_2_4,3316.023416860535,Sat_1_6,1624.4940594127092,0,Sat_3_5,1187.7501426064032,0
'15 Dec 2025 05:00:00.000,Sat_2_5,Sat_2_6,3316.02341686037,Sat_2_4,3316.0234168605753,Sat_1_6,2302.2836470940833,0,Sat_3_5,2241.784855715635,0
'15 Dec 2025 06:00:00.000,Sat_2_5,Sat_2_6,3316.0234168603643,Sat_2_4,3316.0234168605875,Sat_1_6,1586.7399179515892,0,Sat_3_5,1939.5305421504129,0
'15 Dec 2025 07:00:00.000,Sat_2_5,Sat_2_6,3316.023416860344,Sat_2_4,3316.0234168606285,Sat_1_6,127.2624093632033,0,Sat_3_5,468.60090950231864,0
'15 Dec 2025 08:00:00.000,Sat_2_5,Sat_2_6,3316.023416860343,Sat_2_4,3316.0234168606526,Sat_1_6,1715.4521532426159,0,Sat_3_5,1298.8641125325576,0
'15 Dec 2025 09:00:00.000,Sat_2_5,Sat_2_6,3316.0234168603183,Sat_2_4,3316.023416860708,Sat_1_6,2296.9708049713263,0,Sat_3_5,2268.23181700789,0
'15 Dec 2025 10:00:00.000,Sat_2_5,Sat_2_6,3316.0234168603224,Sat_2_4,3316.0234168607426,Sat_1_6,1488.4062618982393,0,Sat_3_5,1865.1069549740996,0
'15 Dec 2025 11:00:00.000,Sat_2_5,Sat_2_6,3316.0234168603174,Sat_2_4,3316.0234168607526,Sat_1_6,240.86355237418883,0,Sat_3_5,341.45151798852805,0
'15 Dec 2025 12:00:00.000,Sat_2_5,Sat_2_6,3316.0234168603197,Sat_2_4,3316.0234168607503,Sat_1_6,1800.7671289566347,0,Sat_3_5,1405.7468078629593,0
'15 Dec 2025 13:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602756,Sat_2_4,3316.023416860839,Sat_1_6,2284.077308078759,0,Sat_3_5,2287.193535402922,0
'15 Dec 2025 14:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602706,Sat_2_4,3316.0234168608504,Sat_1_6,1385.1941111703757,0,Sat_3_5,1784.5396994379869,0
'15 Dec 2025 15:00:00.000,Sat_2_5,Sat_2_6,3316.023416860274,Sat_2_4,3316.023416860891,Sat_1_6,366.24030638341384,0,Sat_3_5,217.0597084808197,0
'15 Dec 2025 16:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602724,Sat_2_4,3316.023416860891,Sat_1_6,1880.1533924358675,0,Sat_3_5,1508.0318877036561,0
'15 Dec 2025 17:00:00.000,Sat_2_5,Sat_2_6,3316.023416860222,Sat_2_4,3316.023416860994,Sat_1_6,2263.6459594605676,0,Sat_3_5,2298.607056619487,0
'15 Dec 2025 18:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602283,Sat_2_4,3316.02341686098,Sat_1_6,1277.4544788186724,0,Sat_3_5,1698.098000411997,0
'15 Dec 2025 19:00:00.000,Sat_2_5,Sat_2_6,3316.023416860223,Sat_2_4,3316.02341686099,Sat_1_6,493.49811849444865,0,Sat_3_5,109.91753140811223,0
'15 Dec 2025 20:00:00.000,Sat_2_5,Sat_2_6,3316.023416860223,Sat_2_4,3316.023416861087,Sat_1_6,1953.345763133155,0,Sat_3_5,1605.3720266222556,0
'15 Dec 2025 21:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602265,Sat_2_4,3316.023416861077,Sat_1_6,2235.744594763705,0,Sat_3_5,2302.4344914408593,0
'15 Dec 2025 22:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602233,Sat_2_4,3316.0234168610896,Sat_1_6,1165.557504849554,0,Sat_3_5,1606.0713683181762,0
'15 Dec 2025 23:00:00.000,Sat_2_5,Sat_2_6,3316.0234168602233,Sat_2_4,3316.0234168610828,Sat_1_6,620.318721607285,0,Sat_3_5,109.3286200909847,0
'16 Dec 2025 00:00:00.000,Sat_2_5,Sat_2_6,3316.023416860224,Sat_2_4,3316.023416861082,Sat_1_6,2020.1001399574502,0,Sat_3_5,1697.4387604979404,0
'15 Dec 2025 00:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604165,Sat_2_5,3316.023416860415,Sat_1_7,2153.0368995585027,0,Sat_3_6,1895.5171859319626,0
'15 Dec 2025 01:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604147,Sat_2_5,3316.023416860405,Sat_1_7,2086.1186688643174,0,Sat_3_6,2258.584841157244,0
'15 Dec 2025 02:00:00.000,Sat_2_6,Sat_2_7,3316.023416860414,Sat_2_5,3316.023416860401,Sat_1_7,758.7441663436374,0,Sat_3_6,1255.068574608825,0
'15 Dec 2025 03:00:00.000,Sat_2_6,Sat_2_7,3316.023416860416,Sat_2_5,3316.0234168603897,Sat_1_7,1037.5273894930194,0,Sat_3_6,519.3141700759268,0
'15 Dec 2025 04:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604143,Sat_2_5,3316.023416860379,Sat_1_7,2196.3315309766526,0,Sat_3_6,1967.4219956348738,0
'15 Dec 2025 05:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604165,Sat_2_5,3316.02341686037,Sat_1_7,2026.7371145598693,0,Sat_3_6,2229.1779263470635,0
'15 Dec 2025 06:00:00.000,Sat_2_6,Sat_2_7,3316.023416860415,Sat_2_5,3316.0234168603647,Sat_1_7,633.58429376579,0,Sat_3_6,1142.3748271276972,0
'15 Dec 2025 07:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604156,Sat_2_5,3316.0234168603433,Sat_1_7,1153.5637249578751,0,Sat_3_6,645.9031886603555,0
'15 Dec 2025 08:00:00.000,Sat_2_6,Sat_2_7,3316.023416860415,Sat_2_5,3316.0234168603424,Sat_1_7,2232.3797252438976,0,Sat_3_6,2032.8419032638196,0
'15 Dec 2025 09:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604156,Sat_2_5,3316.0234168603183,Sat_1_7,1960.6731094223512,0,Sat_3_6,2192.4154613653577,0
'15 Dec 2025 10:00:00.000,Sat_2_6,Sat_2_7,3316.023416860415,Sat_2_5,3316.0234168603215,Sat_1_7,506.8789517082594,0,Sat_3_6,1025.9962336172362,0
'15 Dec 2025 11:00:00.000,Sat_2_6,Sat_2_7,3316.023416860416,Sat_2_5,3316.023416860318,Sat_1_7,1265.8755941414915,0,Sat_3_6,770.8743815131227,0
'15 Dec 2025 12:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604143,Sat_2_5,3316.0234168603197,Sat_1_7,2261.0617349613567,0,Sat_3_6,2091.5590379818746,0
'15 Dec 2025 13:00:00.000,Sat_2_6,Sat_2_7,3316.0234168604165,Sat_2_5,3316.023416860276,Sat_1_7,1888.1466910852998,0,Sat_3_6,2148.419570322743,0
