Node Name(节点名称),Node IP(节点IP),Network Card(网卡),Time(时间)(YYYY-MM-DD HH:MM:SS),Outbound Traffic Rate(出流量速率)(B/s)
k8s-worker11,10.1.1.10,cni0,2026-01-15 15:27:16,526.4777777777778 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 16:27:16,533.1925925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 17:27:16,529.8148148148148 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 18:27:16,531.2296296296297 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 19:27:16,529.6037037037037 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 20:27:16,517.5296296296297 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 21:27:16,529.8666666666667 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 22:27:16,521.0740740740741 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-15 23:27:16,516.6925925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 00:27:16,521.9278589920702 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 01:27:16,523.4777777777778 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 02:27:16,527.9148148148148 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 03:27:16,522.4185185185186 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 04:27:16,525.1518518518519 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 05:27:16,526.0592592592593 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 06:27:16,524.9165743830579 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 07:27:16,527.6019540813113 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 08:27:16,526.4777777777778 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 09:27:16,525.862962962963 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 10:27:16,520.5481481481481 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 11:27:16,524.4 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 12:27:16,520.9777777777778 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 13:27:16,525.3871310634484 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 14:27:16,526.8592592592593 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 15:27:16,530.7592592592592 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 16:27:16,533.4629629629629 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 17:27:16,526.7370370370371 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 18:27:16,522.8555555555556 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 19:27:16,513.4555555555555 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 20:27:16,525.7370370370371 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 21:27:16,517.0296296296297 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 22:27:16,533.4296296296296 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-16 23:27:16,534.78320450665 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 00:27:16,527.5795274832316 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 01:27:16,518.716735987911 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 02:27:16,525.3444444444444 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 03:27:16,529.5832237658379 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 04:27:16,519.9111111111112 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 05:27:16,519.6444444444445 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 06:27:16,533.8814814814815 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 07:27:16,531.937037037037 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 08:27:16,531.9555555555555 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 09:27:16,531.5350683886356 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 10:27:16,525.8888888888889 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 11:27:16,531.6427097878139 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 12:27:16,535.4481481481482 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 13:27:16,1874.847684621054 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 14:27:16,531.9925925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 15:27:16,529.0575150278333 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 16:27:16,524.7054640538369 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 17:27:16,526.7538027918621 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 18:27:16,522.1462142732805 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 19:27:16,535.9777777777778 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 20:27:16,530.2518518518518 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 21:27:16,534.0592592592593 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 22:27:16,530.0111111111112 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-17 23:27:16,531.4925925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 00:27:16,524.9647223528802 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 01:27:16,528.738782448954 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 02:27:16,1868.1967844563542 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 03:27:16,1869.092107748547 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 04:27:16,525.9908370031 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 05:27:16,530.362962962963 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 06:27:16,534.616794877018 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 07:27:16,527.6463986903655 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 08:27:16,524.8499079633038 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 09:27:16,531.1646993900023 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 10:27:16,532.2017325861757 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 11:27:16,534.2333333333333 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 12:27:16,532.6239532446177 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 13:27:16,527.5758237932453 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 14:27:16,530.5777777777778 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 15:27:16,530.0037037037038 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 16:27:16,539.425925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 17:27:16,530.379742147193 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 18:27:16,531.8612291156633 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 19:27:16,833.3808643735716 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 20:27:16,521.7037037037037 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 21:27:16,536.2555555555556 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 22:27:16,533.8555555555556 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-18 23:27:16,521.3185185185185 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 00:27:16,537.8908810773372 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 01:27:16,540.2592592592592 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 02:27:16,532.3906207754786 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 03:27:16,537.7074074074075 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 04:27:16,526.3389864406904 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 05:27:16,525.9241700895187 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 06:27:16,535.8424598427414 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 07:27:16,528.6259259259259 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 08:27:16,528.2649194997018 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 09:27:16,522.2370370370371 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 10:27:16,532.505435165055 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 11:27:16,530.7370370370371 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 12:27:16,526.0592592592593 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 13:27:16,532.0740740740741 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 14:27:16,529.325925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 15:27:16,540.7851851851852 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 16:27:16,1870.6851851851852 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 17:27:16,540.6649654257978 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 18:27:16,547.6872136563468 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 19:27:16,531.2740740740741 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 20:27:16,525.5851851851852 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 21:27:16,525.9871332856787 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 22:27:16,533.7111111111111 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-19 23:27:16,538.2464379497701 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 00:27:16,526.7407407407408 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 01:27:16,813.5659761702819 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 02:27:16,521.8407407407408 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 03:27:16,532.7185185185185 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 04:27:16,531.0353001307411 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 05:27:16,538.8646708715894 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 06:27:16,2231.7703703703705 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 07:27:16,2166.9006181504374 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 08:27:16,1877.1625080092886 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 09:27:16,829.7586287356619 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 10:27:16,538.7555555555556 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 11:27:16,532.3167863584679 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 12:27:16,526.1888888888889 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 13:27:16,531.2572916396607 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 14:27:16,534.153830199371 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 15:27:16,533.1148148148148 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 16:27:16,529.4666666666667 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 17:27:16,525.9518518518519 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 18:27:16,527.062962962963 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 19:27:16,528.9555555555555 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 20:27:16,527.8501031485301 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 21:27:16,536.0353186493282 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 22:27:16,532.7313602542214 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-20 23:27:16,537.9111111111112 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 00:27:16,534.5054277576751 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 01:27:16,1877.5180648817216 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 02:27:16,1872.0523257321272 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 03:27:16,1870.5222222222224 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 04:27:16,1871.925925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 05:27:16,534.427650267962 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 06:27:16,1879.914814814815 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 07:27:16,537.0296296296297 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 08:27:16,1884.0300591479293 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 09:27:16,532.4185185185186 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 10:27:16,1873.4328645661649 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 11:27:16,1864.3481481481483 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 12:27:16,1867.5148148148148 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 13:27:16,525.7721267699009 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 14:27:16,523.4499131484699 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 15:27:16,527.3424913241063 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 16:27:16,521.3518518518518 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 17:27:16,530.2814814814815 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 18:27:16,527.1481481481482 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 19:27:16,524.135274575091 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 20:27:16,528.727671378995 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 21:27:16,528.8888888888889 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 22:27:16,529.9760369482849 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-21 23:27:16,527.1056559468738 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 00:27:16,528.9481481481482 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 01:27:16,525.437037037037 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 02:27:16,529.7962962962963 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 03:27:16,528.4056607617065 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 04:27:16,519.3814814814815 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 05:27:16,529.8797402953344 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 06:27:16,523.8721338069118 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 07:27:16,524.4740740740741 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 08:27:16,525.3777777777779 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 09:27:16,525.9074074074074 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 10:27:16,524.9906481827845 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 11:27:16,517.7962962962963 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 12:27:16,529.3795208165897 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 13:27:16,530.1572957137197 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 14:27:16,822.0925925925926 B/s
k8s-worker11,10.1.1.10,cni0,2026-01-22 15:27:16,521.2962962962963 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 15:27:16,2078.710819589557 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 16:27:16,2089.192262250881 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 17:27:16,1150.611111111111 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 18:27:16,1145.6555555555556 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 19:27:16,1151.9216595494092 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 20:27:16,1163.0561594672572 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 21:27:16,1152.725925925926 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 22:27:16,1153.9253558320156 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-15 23:27:16,1156.156133911607 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 00:27:16,1157.817934007652 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 01:27:16,1157.0179369706038 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 02:27:16,1154.574646572765 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 03:27:16,1156.685765502835 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 04:27:16,1152.1296296296296 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 05:27:16,2500.464813093285 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 06:27:16,2501.8796365912463 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 07:27:16,2504.2629629629632 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 08:27:16,2503.038877633787 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 09:27:16,1152.0190815521537 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 10:27:16,2505.1389079218807 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 11:27:16,2489.8222222222225 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 12:27:16,2498.2388954114986 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 13:27:16,2491.205522983418 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 14:27:16,1155.315390057 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 15:27:16,1155.9481481481482 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 16:27:16,1152.114814814815 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 17:27:16,1146.914814814815 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 18:27:16,1148.2550064629393 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 19:27:16,1147.5777777777778 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 20:27:16,1149.7364824574724 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 21:27:16,1157.862962962963 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 22:27:16,1167.4660464220503 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-16 23:27:16,1148.6068570116408 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 00:27:16,1153.0857521694522 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 01:27:16,1151.051851851852 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 02:27:16,1157.0148148148148 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 03:27:16,1154.3185185185187 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 04:27:16,1161.4740740740742 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 05:27:16,1149.8820366001355 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 06:27:16,1153.0703703703705 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 07:27:16,1156.919099700369 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 08:27:16,1149.7227767510249 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 09:27:16,1158.4228089733665 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 10:27:16,1151.8592592592593 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 11:27:16,1157.5894725536018 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 12:27:16,1165.1222222222223 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 13:27:16,1164.9487590694778 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 14:27:16,1157.2697878896747 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 15:27:16,1154.5333333333333 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 16:27:16,1149.9338886440319 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 17:27:16,1161.2333333333333 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 18:27:16,1161.174074074074 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 19:27:16,1153.673504912945 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 20:27:16,1147.5042500157406 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 21:27:16,1146.9407407407407 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 22:27:16,2099.2444444444445 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-17 23:27:16,2082.381786599209 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 00:27:16,2089.714814814815 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 01:27:16,2082.4296296296297 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 02:27:16,2104.22962962963 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 03:27:16,2076.392875529168 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 04:27:16,2096.240740740741 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 05:27:16,2084.4037037037037 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 06:27:16,2089.9663334580246 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 07:27:16,2080.562962962963 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 08:27:16,2087.8743995348127 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 09:27:16,2092.266666666667 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 10:27:16,2073.292592592593 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 11:27:16,2079.751851851852 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 12:27:16,2084.2962962962965 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 13:27:16,2092.9592592592594 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 14:27:16,2077.8777777777777 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 15:27:16,2090.1925925925925 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 16:27:16,2068.8108562560883 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 17:27:16,2079.474074074074 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 18:27:16,2098.9037037037037 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 19:27:16,2083.5333333333333 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 20:27:16,2076.0851851851853 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 21:27:16,2088.9777777777776 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 22:27:16,2081.104004088904 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-18 23:27:16,2090.203703703704 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 00:27:16,2084.8185185185184 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 01:27:16,2085.322222222222 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 02:27:16,2082.1296296296296 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 03:27:16,2090.3333333333335 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 04:27:16,2077.785185185185 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 05:27:16,2080.814814814815 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 06:27:16,2091.474074074074 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 07:27:16,2086.5774571205293 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 08:27:16,2074.8814814814814 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 09:27:16,2087.114814814815 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 10:27:16,2086.7336545690905 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 11:27:16,2094.3777777777777 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 12:27:16,2093.3814814814814 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 13:27:16,2092.766666666667 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 14:27:16,2077.703703703704 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 15:27:16,2093.325925925926 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 16:27:16,2082.1114152274636 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 17:27:16,2096.696296296296 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 18:27:16,2093.073729356558 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 19:27:16,2098.385549576109 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 20:27:16,2075.859540220519 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 21:27:16,3427.5317498824083 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 22:27:16,3426.748148148148 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-19 23:27:16,2098.9336997544433 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 00:27:16,3432.418518518519 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 01:27:16,2089.188888888889 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 02:27:16,2076.159541331634 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 03:27:16,2078.9962962962964 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 04:27:16,2063.4962962962964 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 05:27:16,2096.4151719080437 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 06:27:16,2093.6222222222223 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 07:27:16,2066.5296296296297 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 08:27:16,2082.251851851852 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 09:27:16,2093.4444444444443 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 10:27:16,2097.848148148148 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 11:27:16,2080.240443553913 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 12:27:16,2084.5074074074073 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 13:27:16,2083.807097010752 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 14:27:16,2077.711111111111 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 15:27:16,2102.5814814814817 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 16:27:16,2078.3777777777777 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 17:27:16,2084.5481481481484 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 18:27:16,2092.7629629629632 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 19:27:16,2080.6552568323823 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 20:27:16,2086.888888888889 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 21:27:16,2073.677777777778 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 22:27:16,2091.063300234445 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-20 23:27:16,2087.9592592592594 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 00:27:16,2086.725925925926 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 01:27:16,2092.4592592592594 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 02:27:16,2091.974074074074 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 03:27:16,2093.8074074074075 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 04:27:16,2091.6781173263603 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 05:27:16,2088.6552272028625 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 06:27:16,2099.237037037037 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 07:27:16,2090.0296296296297 B/s
k8s-worker12,10.1.2.10,cni0,2026-01-21 08:27:16,2083.577777777778 B/s
