Node Name(节点名称),Node IP(节点IP),Network Card(网卡),Time(时间)(YYYY-MM-DD HH:MM:SS),Outbound Traffic Rate(出流量速率)(B/s)
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 16:27:16,55.98148148148148 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 17:27:16,55.5962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 18:27:16,49.09241076884901 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 19:27:16,55.40720219554743 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 20:27:16,52.959455405390386 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 21:27:16,54.42942803915542 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 22:27:16,51.68518518518519 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-15 23:27:16,52.73352864269867 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 00:27:16,53.855555555555554 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 01:27:16,50.01462957544602 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 02:27:16,49.37777777777778 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 03:27:16,49.62222222222223 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 04:27:16,49.07777777777778 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 05:27:16,49.32240489779591 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 06:27:16,49.525925925925925 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 07:27:16,50.8442561323847 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 08:27:16,49.622038436894684 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 09:27:16,50.5 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 10:27:16,48.58888888888889 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 11:27:16,49.56666666666667 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 12:27:16,49.277595268165676 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 13:27:16,49.077596008903676 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 14:27:16,49.522222222222226 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 15:27:16,49.37777777777778 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 16:27:16,50.1150004259275 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 17:27:16,49.32222222222222 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 18:27:16,49.52203880726367 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 19:27:16,49.87055507612991 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 20:27:16,51.03333333333334 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 21:27:16,56.52962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 22:27:16,53.3962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-16 23:27:16,51.92962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 00:27:16,56.04053318321043 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 01:27:16,55.42242749047219 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 02:27:16,53.02982603639273 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 03:27:16,51.25166203088136 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 04:27:16,54.81851851851852 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 05:27:16,49.86648197599268 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 06:27:16,49.766666666666666 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 07:27:16,49.766666666666666 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 08:27:16,49.770554705758165 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 09:27:16,49.866851358708736 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 10:27:16,50.50370370370371 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 11:27:16,49.07759600890366 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 12:27:16,49.522222222222226 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 13:27:16,50.37055692798862 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 14:27:16,50.12611157819103 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 15:27:16,49.62203843689467 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 16:27:16,50.499812963655685 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 17:27:16,49.525925925925925 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 18:27:16,49.86666666666667 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 19:27:16,48.34462349860555 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 20:27:16,49.86666666666667 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 21:27:16,49.766666666666666 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 22:27:16,53.27037037037037 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-17 23:27:16,52.31500857410583 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 00:27:16,53.00370370370371 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 01:27:16,58.30391964414683 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 02:27:16,52.65925925925926 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 03:27:16,55.40761262078748 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 04:27:16,54.81481481481482 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 05:27:16,58.544444444444444 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 06:27:16,54.1 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 07:27:16,54.281481481481485 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 08:27:16,52.87777777777778 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 09:27:16,50.662962962962965 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 10:27:16,51.640740740740746 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 11:27:16,51.29610631071736 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 12:27:16,50.90740740740741 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 13:27:16,51.92611824488239 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 14:27:16,52.31481481481482 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 15:27:16,50.90759595405909 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 16:27:16,52.95906311458105 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 17:27:16,52.95925925925926 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 18:27:16,54.46666666666667 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 19:27:16,53.24074074074074 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 20:27:16,52.51481481481482 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 21:27:16,52.8520476001763 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 22:27:16,53.34814814814815 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-18 23:27:16,52.47017603638504 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 00:27:16,51.54093163308012 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 01:27:16,54.75575835466057 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 02:27:16,52.803703703703704 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 03:27:16,52.470564705795205 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 04:27:16,52.75555555555556 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 05:27:16,51.640932003451866 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 06:27:16,51.2925925925926 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 07:27:16,52.17407407407408 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 08:27:16,52.27017677712304 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 09:27:16,53.53683875244906 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 10:27:16,53.98148148148148 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 11:27:16,53.36296296296297 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 12:27:16,53.36276532309139 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 13:27:16,51.9 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 14:27:16,52.67387898563338 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 15:27:16,51.540740740740745 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 16:27:16,55.56296296296296 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 17:27:16,54.21851851851852 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 18:27:16,53.389086626246765 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 19:27:16,53.489086996618504 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 20:27:16,51.54054984981536 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 21:27:16,51.681481481481484 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 22:27:16,54.09649665369131 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-19 23:27:16,53.5962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 00:27:16,51.537227915658946 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 01:27:16,53 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 02:27:16,52.025925925925925 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 03:27:16,54.022422305267796 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 04:27:16,54.18888888888889 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 05:27:16,52.51851851851852 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 06:27:16,52.803703703703704 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 07:27:16,52.91501079633628 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 08:27:16,52.02943692801137 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 09:27:16,53.363160604298535 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 10:27:16,50.65907163306802 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 11:27:16,54.85925925925926 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 12:27:16,51.54093163308012 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 13:27:16,51.640932003451866 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 14:27:16,53.83723643420901 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 15:27:16,53.733333333333334 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 16:27:16,55.2 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 17:27:16,51.92592592592593 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 18:27:16,51.53703703703704 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 19:27:16,54.611111111111114 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 20:27:16,53.24814814814815 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 21:27:16,53.87797732584195 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 22:27:16,52.51832400620738 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-20 23:27:16,53.97777777777778 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 00:27:16,53.14814814814815 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 01:27:16,52.170563594679976 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 02:27:16,51.98128895818904 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 03:27:16,54.896499616665245 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 04:27:16,54.470370370370375 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 05:27:16,58.359475405464465 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 06:27:16,51.88537735324945 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 07:27:16,54.58909107070767 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 08:27:16,57.86296296296297 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 09:27:16,58.94836647543139 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 10:27:16,52.77426953433161 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 11:27:16,51.90019222293416 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 12:27:16,58.05577057692806 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 13:27:16,58.05555555555556 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 14:27:16,56.10370370370371 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 15:27:16,58.055340535775784 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 16:27:16,59.02962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 17:27:16,54.12222222222223 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 18:27:16,53.592592592592595 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 19:27:16,52.17037037037037 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 20:27:16,51.640740740740746 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 21:27:16,53.87777777777778 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 22:27:16,53.1 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-21 23:27:16,53.63333333333333 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 00:27:16,53.41461698290006 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 01:27:16,51.785185185185185 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 02:27:16,51.885185185185186 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 03:27:16,53.836837641342065 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 04:27:16,54.51111111111111 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 05:27:16,53.38888888888889 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 06:27:16,52.170563594679976 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 07:27:16,52.87387824489538 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 08:27:16,52.32962962962963 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 09:27:16,54.03703703703704 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 10:27:16,54.82222222222222 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 11:27:16,51.88499301854437 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 12:27:16,53.633134692093726 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 13:27:16,53.87757823119173 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 14:27:16,54.75185185185185 B/s
k8s-worker21,10.2.1.10,vethb5a8bd84,2026-01-22 15:27:16,51.3962962962963 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 15:27:16,134.45505757386084 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 16:27:16,130.86247828711748 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 17:27:16,128.84074074074076 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 18:27:16,130.9 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 19:27:16,133.24024725834352 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 20:27:16,136.36717173026565 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 21:27:16,128.16296296296298 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 22:27:16,134.84024133243952 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-15 23:27:16,132.70419520072295 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 00:27:16,131.9661779030448 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 01:27:16,129.5476683419691 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 02:27:16,133.82642157933915 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 03:27:16,129.48936847914248 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 04:27:16,126.58888888888889 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 05:27:16,1472.4982500064816 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 06:27:16,1466.0720965633204 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 07:27:16,1472.5666666666668 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 08:27:16,1469.0093740393556 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 09:27:16,124.01897784806609 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 10:27:16,1471.964710980411 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 11:27:16,1468.0962962962963 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 12:27:16,1470.7204788130416 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 13:27:16,1462.0794891832932 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 14:27:16,130.322704898907 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 15:27:16,131.9814814814815 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 16:27:16,129.2074074074074 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 17:27:16,127.94814814814815 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 18:27:16,125.26990640775406 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 19:27:16,128.64074074074074 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 20:27:16,130.11803659986447 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 21:27:16,132.0814814814815 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 22:27:16,135.3809800704442 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-16 23:27:16,126.02175547497974 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 00:27:16,132.78197326656763 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 01:27:16,128.45925925925926 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 02:27:16,131.23703703703706 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 03:27:16,128.52222222222224 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 04:27:16,135.74444444444444 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 05:27:16,128.81529190848852 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 06:27:16,132.36296296296297 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 07:27:16,133.4412349675369 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 08:27:16,124.90787002914824 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 09:27:16,134.8856847617954 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 10:27:16,130.52592592592592 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 11:27:16,131.3893755162056 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 12:27:16,137.24444444444444 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 13:27:16,132.58567624324533 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 14:27:16,134.35135425424352 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 15:27:16,131.77777777777777 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 16:27:16,131.6782654750573 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 17:27:16,133.1 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 18:27:16,133.55555555555557 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 19:27:16,130.61433105803314 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 20:27:16,129.078255845392 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 21:27:16,127.7 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 22:27:16,133.95185185185187 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-17 23:27:16,133.81531042707564 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 00:27:16,133.78518518518518 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 01:27:16,131.5962962962963 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 02:27:16,139.7074074074074 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 03:27:16,132.38937921992303 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 04:27:16,131.06296296296296 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 05:27:16,129.93703703703704 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 06:27:16,127.08101081107108 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 07:27:16,131.8740740740741 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 08:27:16,133.73753236123096 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 09:27:16,133.1851851851852 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 10:27:16,129.25555555555556 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 11:27:16,128.24814814814815 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 12:27:16,131.02962962962962 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 13:27:16,129.92592592592592 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 14:27:16,126.4 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 15:27:16,132.5962962962963 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 16:27:16,132.51062033103582 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 17:27:16,130.76666666666668 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 18:27:16,135.25555555555556 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 19:27:16,133.17777777777778 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 20:27:16,127.18518518518519 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 21:27:16,127.91851851851852 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 22:27:16,128.9893666272838 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-18 23:27:16,127.07777777777778 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 00:27:16,127.57777777777778 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 01:27:16,130.17037037037036 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 02:27:16,128.2037037037037 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 03:27:16,130.04444444444445 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 04:27:16,125.94444444444444 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 05:27:16,126.58148148148149 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 06:27:16,127.83703703703704 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 07:27:16,127.14397354083876 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 08:27:16,124.96296296296296 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 09:27:16,131.1851851851852 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 10:27:16,128.58936514579682 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 11:27:16,130.82222222222222 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 12:27:16,132.24444444444444 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 13:27:16,130.74444444444444 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 14:27:16,130.6 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 15:27:16,133.21851851851852 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 16:27:16,131.74122867121727 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 17:27:16,135.44814814814816 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 18:27:16,133.39209854778318 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 19:27:16,130.81529931592337 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 20:27:16,129.15973762865787 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 21:27:16,1471.1982548212786 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 22:27:16,1464.6185185185186 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-19 23:27:16,130.24122311564116 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-20 00:27:16,1466.9851851851852 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-20 01:27:16,129.5 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-20 02:27:16,128.01528894551458 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-20 03:27:16,131.46666666666667 B/s
k8s-worker12,10.1.2.10,vethb75a895f,2026-01-20 04:27:16,129.64814814814815 B/s
