Node Name(节点名称),Node IP(节点IP),Time(时间)(YYYY-MM-DD HH:MM:SS),CPU Usage(CPU使用率)(%)
k8s-worker13,10.1.3.10,2026-01-16 06:27:16,0.9699676677715701%
k8s-worker13,10.1.3.10,2026-01-16 07:27:16,0.9833333332790062%
k8s-worker13,10.1.3.10,2026-01-16 08:27:16,0.9291666666103993%
k8s-worker13,10.1.3.10,2026-01-16 09:27:16,1.0008666955215801%
k8s-worker13,10.1.3.10,2026-01-16 10:27:16,0.8833333333313931%
k8s-worker13,10.1.3.10,2026-01-16 11:27:16,1.0125000000213475%
k8s-worker13,10.1.3.10,2026-01-16 12:27:16,0.9291666666589151%
k8s-worker13,10.1.3.10,2026-01-16 13:27:16,1.000866695570096%
k8s-worker13,10.1.3.10,2026-01-16 14:27:16,0.9874999999980645%
k8s-worker13,10.1.3.10,2026-01-16 15:27:16,0.9866337788682245%
k8s-worker13,10.1.3.10,2026-01-16 16:27:16,1.0092003066497313%
k8s-worker13,10.1.3.10,2026-01-16 17:27:16,0.9458333332925832%
k8s-worker13,10.1.3.10,2026-01-16 18:27:16,0.9749999999379071%
k8s-worker13,10.1.3.10,2026-01-16 19:27:16,0.9383646121091118%
k8s-worker13,10.1.3.10,2026-01-16 20:27:16,0.9999999999126885%
k8s-worker13,10.1.3.10,2026-01-16 21:27:16,0.9875000000465661%
k8s-worker13,10.1.3.10,2026-01-16 22:27:16,0.9624999999747814%
k8s-worker13,10.1.3.10,2026-01-16 23:27:16,0.9749999999379071%
k8s-worker13,10.1.3.10,2026-01-17 00:27:16,0.9624999999747814%
k8s-worker13,10.1.3.10,2026-01-17 01:27:16,1.037500000141634%
k8s-worker13,10.1.3.10,2026-01-17 02:27:16,1.0074664177511607%
k8s-worker13,10.1.3.10,2026-01-17 03:27:16,1.033333333374074%
k8s-worker13,10.1.3.10,2026-01-17 04:27:16,1.0500000000562721%
k8s-worker13,10.1.3.10,2026-01-17 05:27:16,1.0791666666530801%
k8s-worker13,10.1.3.10,2026-01-17 06:27:16,0.9249999999883585%
k8s-worker13,10.1.3.10,2026-01-17 07:27:16,0.9583333333042248%
k8s-worker13,10.1.3.10,2026-01-17 08:27:16,0.9199693342876145%
k8s-worker13,10.1.3.10,2026-01-17 09:27:16,0.8833333332828914%
k8s-worker13,10.1.3.10,2026-01-17 10:27:16,0.9583333333527406%
k8s-worker13,10.1.3.10,2026-01-17 11:27:16,0.925000000085376%
k8s-worker13,10.1.3.10,2026-01-17 12:27:16,0.934197806593545%
k8s-worker13,10.1.3.10,2026-01-17 13:27:16,1.0125000000213475%
k8s-worker13,10.1.3.10,2026-01-17 14:27:16,0.909196973112131%
k8s-worker13,10.1.3.10,2026-01-17 15:27:16,0.9249999999398426%
k8s-worker13,10.1.3.10,2026-01-17 16:27:16,0.9458333333410991%
k8s-worker13,10.1.3.10,2026-01-17 17:27:16,0.9375%
k8s-worker13,10.1.3.10,2026-01-17 18:27:16,1.120833333407063%
k8s-worker13,10.1.3.10,2026-01-17 19:27:16,0.916666666695761%
k8s-worker13,10.1.3.10,2026-01-17 20:27:16,0.9791666667539829%
k8s-worker13,10.1.3.10,2026-01-17 21:27:16,0.9416666666220408%
k8s-worker13,10.1.3.10,2026-01-17 22:27:16,0.9574680843642085%
k8s-worker13,10.1.3.10,2026-01-17 23:27:16,1.0375000000446164%
k8s-worker13,10.1.3.10,2026-01-18 00:27:16,0.9250000000368743%
k8s-worker13,10.1.3.10,2026-01-18 01:27:16,1.0083333332537876%
k8s-worker13,10.1.3.10,2026-01-18 02:27:16,0.9416666666220408%
k8s-worker13,10.1.3.10,2026-01-18 03:27:16,0.9625000000232831%
k8s-worker13,10.1.3.10,2026-01-18 04:27:16,0.9416666665735391%
k8s-worker13,10.1.3.10,2026-01-18 05:27:16,1.0125000001183508%
k8s-worker13,10.1.3.10,2026-01-18 06:27:16,1.0116329455859443%
k8s-worker13,10.1.3.10,2026-01-18 07:27:16,0.9583333333527406%
k8s-worker13,10.1.3.10,2026-01-18 08:27:16,0.9374999999029967%
k8s-worker13,10.1.3.10,2026-01-18 09:27:16,0.9625000000232831%
k8s-worker13,10.1.3.10,2026-01-18 10:27:16,1.0124999999728317%
k8s-worker13,10.1.3.10,2026-01-18 11:27:16,1.030034334518561%
k8s-worker13,10.1.3.10,2026-01-18 12:27:16,0.9500000000116415%
k8s-worker13,10.1.3.10,2026-01-18 13:27:16,0.9050301677420975%
k8s-worker13,10.1.3.10,2026-01-18 14:27:16,0.9166666666957752%
k8s-worker13,10.1.3.10,2026-01-18 15:27:16,0.9833333332790062%
k8s-worker13,10.1.3.10,2026-01-18 16:27:16,1.000000000009706%
k8s-worker13,10.1.3.10,2026-01-18 17:27:16,0.9500000000116415%
k8s-worker13,10.1.3.10,2026-01-18 18:27:16,0.9500000002056623%
k8s-worker13,10.1.3.10,2026-01-18 19:27:16,0.9458333333410991%
k8s-worker13,10.1.3.10,2026-01-18 20:27:16,0.950000000108659%
k8s-worker13,10.1.3.10,2026-01-18 21:27:16,1.0458333333372138%
k8s-worker13,10.1.3.10,2026-01-18 22:27:16,1.0249999999844732%
k8s-worker13,10.1.3.10,2026-01-18 23:27:16,1.0416666667636747%
k8s-worker13,10.1.3.10,2026-01-19 00:27:16,0.9550318343168698%
k8s-worker13,10.1.3.10,2026-01-19 01:27:16,0.9958333332906477%
k8s-worker13,10.1.3.10,2026-01-19 02:27:16,1.0333333333255723%
k8s-worker13,10.1.3.10,2026-01-19 03:27:16,0.9958333333876652%
k8s-worker13,10.1.3.10,2026-01-19 04:27:16,0.9666666666938255%
k8s-worker13,10.1.3.10,2026-01-19 05:27:16,1.0374999998991115%
k8s-worker13,10.1.3.10,2026-01-19 06:27:16,1.0166666667403916%
k8s-worker13,10.1.3.10,2026-01-19 07:27:16,1.10000000015134%
k8s-worker13,10.1.3.10,2026-01-19 08:27:16,0.9758658622342153%
k8s-worker13,10.1.3.10,2026-01-19 09:27:16,1.008333333205286%
k8s-worker13,10.1.3.10,2026-01-19 10:27:16,1.062500000019412%
k8s-worker13,10.1.3.10,2026-01-19 11:27:16,1.086630445593613%
k8s-worker13,10.1.3.10,2026-01-19 12:27:16,0.9875000000465661%
k8s-worker13,10.1.3.10,2026-01-19 13:27:16,0.9833333334730412%
k8s-worker13,10.1.3.10,2026-01-19 14:27:16,1.0041666666317468%
k8s-worker13,10.1.3.10,2026-01-19 15:27:16,1.007466417848164%
k8s-worker13,10.1.3.10,2026-01-19 16:27:16,0.924999999891341%
k8s-worker13,10.1.3.10,2026-01-19 17:27:16,0.979166666705467%
k8s-worker13,10.1.3.10,2026-01-19 18:27:16,0.9999999998641869%
k8s-worker13,10.1.3.10,2026-01-19 19:27:16,0.9875000000465661%
k8s-worker13,10.1.3.10,2026-01-19 20:27:16,0.9708333334613997%
k8s-worker13,10.1.3.10,2026-01-19 21:27:16,0.9291666664648801%
k8s-worker13,10.1.3.10,2026-01-19 22:27:16,1.0458333333372138%
k8s-worker13,10.1.3.10,2026-01-19 23:27:16,0.9750000000349246%
k8s-worker13,10.1.3.10,2026-01-20 00:27:16,1.1166666667365206%
k8s-worker13,10.1.3.10,2026-01-20 01:27:16,1.0583333331548204%
k8s-worker13,10.1.3.10,2026-01-20 02:27:16,0.9966998899575259%
k8s-worker13,10.1.3.10,2026-01-20 03:27:16,1.0249999999844732%
k8s-worker13,10.1.3.10,2026-01-20 04:27:16,1.0374999999961148%
k8s-worker13,10.1.3.10,2026-01-20 05:27:16,1.0166666666433883%
k8s-worker13,10.1.3.10,2026-01-20 06:27:16,1.0374999999961148%
k8s-worker13,10.1.3.10,2026-01-20 07:27:16,1.0208333333139308%
k8s-worker13,10.1.3.10,2026-01-20 08:27:16,0.9791666665114462%
k8s-worker13,10.1.3.10,2026-01-20 09:27:16,0.9333333334264609%
k8s-worker13,10.1.3.10,2026-01-20 10:27:16,0.9841994732653205%
k8s-worker13,10.1.3.10,2026-01-20 11:27:16,1.0458333332401963%
k8s-worker13,10.1.3.10,2026-01-20 12:27:16,0.9175305843372854%
k8s-worker13,10.1.3.10,2026-01-20 13:27:16,0.8833333332828914%
k8s-worker13,10.1.3.10,2026-01-20 14:27:16,0.9666666664027872%
k8s-worker13,10.1.3.10,2026-01-20 15:27:16,0.9749999999379071%
k8s-worker13,10.1.3.10,2026-01-20 16:27:16,0.9750000001319279%
k8s-worker13,10.1.3.10,2026-01-20 17:27:16,0.9624999999262656%
k8s-worker13,10.1.3.10,2026-01-20 18:27:16,0.9000000000620787%
k8s-worker13,10.1.3.10,2026-01-20 19:27:16,0.9166666665502419%
k8s-worker13,10.1.3.10,2026-01-20 20:27:16,0.925000000085376%
k8s-worker13,10.1.3.10,2026-01-20 21:27:16,0.9050301676450943%
k8s-worker13,10.1.3.10,2026-01-20 22:27:16,0.9833333333760237%
k8s-worker13,10.1.3.10,2026-01-20 23:27:16,0.970833333364368%
k8s-worker13,10.1.3.10,2026-01-21 00:27:16,0.9633654456390275%
k8s-worker13,10.1.3.10,2026-01-21 01:27:16,1.0116329456344602%
k8s-worker13,10.1.3.10,2026-01-21 02:27:16,0.9500000000116415%
k8s-worker13,10.1.3.10,2026-01-21 03:27:16,0.9166666665502419%
k8s-worker13,10.1.3.10,2026-01-21 04:27:16,0.908333333403192%
k8s-worker13,10.1.3.10,2026-01-21 05:27:16,0.9958333332906477%
k8s-worker13,10.1.3.10,2026-01-21 06:27:16,0.8624999999301508%
k8s-worker13,10.1.3.10,2026-01-21 07:27:16,0.9000000000620787%
k8s-worker13,10.1.3.10,2026-01-21 08:27:16,0.9333333333294576%
k8s-worker13,10.1.3.10,2026-01-21 09:27:16,0.9833333335700445%
k8s-worker13,10.1.3.10,2026-01-21 10:27:16,1.0124999998758284%
k8s-worker13,10.1.3.10,2026-01-21 11:27:16,0.950000000108659%
k8s-worker13,10.1.3.10,2026-01-21 12:27:16,0.9666666666938255%
k8s-worker13,10.1.3.10,2026-01-21 13:27:16,0.9916666667171228%
k8s-worker13,10.1.3.10,2026-01-21 14:27:16,0.9208333335118368%
k8s-worker13,10.1.3.10,2026-01-21 15:27:16,0.9491350289371496%
k8s-worker13,10.1.3.10,2026-01-21 16:27:16,0.9708333334613997%
k8s-worker13,10.1.3.10,2026-01-21 17:27:16,0.9624999999262656%
k8s-worker13,10.1.3.10,2026-01-21 18:27:16,0.9541666665851807%
k8s-worker13,10.1.3.10,2026-01-21 19:27:16,0.9408019732675541%
k8s-worker13,10.1.3.10,2026-01-21 20:27:16,0.9666666666938255%
k8s-worker13,10.1.3.10,2026-01-21 21:27:16,0.9750000001319279%
k8s-worker13,10.1.3.10,2026-01-21 22:27:16,0.9916666668141261%
k8s-worker13,10.1.3.10,2026-01-21 23:27:16,1.054166666678313%
k8s-worker13,10.1.3.10,2026-01-22 00:27:16,0.9999999999612044%
k8s-worker13,10.1.3.10,2026-01-22 01:27:16,1.0541666665812954%
k8s-worker13,10.1.3.10,2026-01-22 02:27:16,0.9708333331703471%
k8s-worker13,10.1.3.10,2026-01-22 03:27:16,1.0125000001668667%
k8s-worker13,10.1.3.10,2026-01-22 04:27:16,0.9324689175979728%
k8s-worker13,10.1.3.10,2026-01-22 05:27:16,1.0708333335545177%
k8s-worker13,10.1.3.10,2026-01-22 06:27:16,0.9791666668024845%
k8s-worker13,10.1.3.10,2026-01-22 07:27:16,0.954166666682184%
k8s-worker13,10.1.3.10,2026-01-22 08:27:16,1.0624999999223945%
k8s-worker13,10.1.3.10,2026-01-22 09:27:16,0.9625000000232831%
k8s-worker13,10.1.3.10,2026-01-22 10:27:16,1.040798639944441%
k8s-worker13,10.1.3.10,2026-01-22 11:27:16,1.0342011400341136%
k8s-worker13,10.1.3.10,2026-01-22 12:27:16,1.0625000001164153%
k8s-worker13,10.1.3.10,2026-01-22 13:27:16,1.045833333143193%
k8s-worker13,10.1.3.10,2026-01-22 14:27:16,1.0624999999223803%
k8s-worker13,10.1.3.10,2026-01-22 15:27:16,1.0041666664377118%
k8s-worker14,10.1.4.10,2026-01-15 15:27:16,0.9291666665618976%
k8s-worker14,10.1.4.10,2026-01-15 16:27:16,0.9033032231424727%
k8s-worker14,10.1.4.10,2026-01-15 17:27:16,0.9250000000368601%
k8s-worker14,10.1.4.10,2026-01-15 18:27:16,0.9333333332809559%
k8s-worker14,10.1.4.10,2026-01-15 19:27:16,0.9374999999514984%
k8s-worker14,10.1.4.10,2026-01-15 20:27:16,0.9624999999747814%
k8s-worker14,10.1.4.10,2026-01-15 21:27:16,0.9500000000116415%
k8s-worker14,10.1.4.10,2026-01-15 22:27:16,0.954166666682184%
k8s-worker14,10.1.4.10,2026-01-15 23:27:16,0.9574680842672052%
k8s-worker14,10.1.4.10,2026-01-16 00:27:16,0.9541666667306998%
k8s-worker14,10.1.4.10,2026-01-16 01:27:16,0.9652574019758049%
k8s-worker14,10.1.4.10,2026-01-16 02:27:16,1.0175339178263698%
k8s-worker14,10.1.4.10,2026-01-16 03:27:16,0.9416666666220408%
k8s-worker14,10.1.4.10,2026-01-16 04:27:16,0.9783007232471448%
k8s-worker14,10.1.4.10,2026-01-16 05:27:16,0.9791666666569654%
k8s-worker14,10.1.4.10,2026-01-16 06:27:16,0.9666666666453239%
k8s-worker14,10.1.4.10,2026-01-16 07:27:16,0.9333333333779592%
k8s-worker14,10.1.4.10,2026-01-16 08:27:16,1.025000000032989%
k8s-worker14,10.1.4.10,2026-01-16 09:27:16,0.9500000000116415%
k8s-worker14,10.1.4.10,2026-01-16 10:27:16,0.9625000001688022%
k8s-worker14,10.1.4.10,2026-01-16 11:27:16,0.93333333323244%
k8s-worker14,10.1.4.10,2026-01-16 12:27:16,0.971699056621631%
k8s-worker14,10.1.4.10,2026-01-16 13:27:16,0.9416666667190583%
k8s-worker14,10.1.4.10,2026-01-16 14:27:16,0.987499999901047%
k8s-worker14,10.1.4.10,2026-01-16 15:27:16,0.9958333333876652%
k8s-worker14,10.1.4.10,2026-01-16 16:27:16,0.9491350287916305%
k8s-worker14,10.1.4.10,2026-01-16 17:27:16,0.987499999901047%
k8s-worker14,10.1.4.10,2026-01-16 18:27:16,0.9708333333158663%
k8s-worker14,10.1.4.10,2026-01-16 19:27:16,1.004166666777266%
k8s-worker14,10.1.4.10,2026-01-16 20:27:16,0.950000000108659%
k8s-worker14,10.1.4.10,2026-01-16 21:27:16,0.9333333334264609%
k8s-worker14,10.1.4.10,2026-01-16 22:27:16,0.9624999999747814%
k8s-worker14,10.1.4.10,2026-01-16 23:27:16,0.9283023899086942%
k8s-worker14,10.1.4.10,2026-01-17 00:27:16,0.9375%
k8s-worker14,10.1.4.10,2026-01-17 01:27:16,1.0166666666433883%
k8s-worker14,10.1.4.10,2026-01-17 02:27:16,0.9408019732675541%
k8s-worker14,10.1.4.10,2026-01-17 03:27:16,0.9583333332557231%
k8s-worker14,10.1.4.10,2026-01-17 04:27:16,0.971699056621631%
k8s-worker14,10.1.4.10,2026-01-17 05:27:16,0.9616346121504904%
k8s-worker14,10.1.4.10,2026-01-17 06:27:16,0.9291666666103993%
k8s-worker14,10.1.4.10,2026-01-17 07:27:16,0.970833333364368%
k8s-worker14,10.1.4.10,2026-01-17 08:27:16,0.9750000000349246%
k8s-worker14,10.1.4.10,2026-01-17 09:27:16,0.9625000000232831%
k8s-worker14,10.1.4.10,2026-01-17 10:27:16,0.979166666705467%
k8s-worker14,10.1.4.10,2026-01-17 11:27:16,0.9875000000465661%
k8s-worker14,10.1.4.10,2026-01-17 12:27:16,1.01666666669189%
k8s-worker14,10.1.4.10,2026-01-17 13:27:16,0.9591986397839065%
k8s-worker14,10.1.4.10,2026-01-17 14:27:16,1.000866695570096%
k8s-worker14,10.1.4.10,2026-01-17 15:27:16,0.9841994732653205%
k8s-worker14,10.1.4.10,2026-01-17 16:27:16,1.0125000000698492%
k8s-worker14,10.1.4.10,2026-01-17 17:27:16,1.0041666666802485%
k8s-worker14,10.1.4.10,2026-01-17 18:27:16,0.9158028065983359%
k8s-worker14,10.1.4.10,2026-01-17 19:27:16,0.966666666790843%
k8s-worker14,10.1.4.10,2026-01-17 20:27:16,0.9916666666686069%
k8s-worker14,10.1.4.10,2026-01-17 21:27:16,0.8958333333915363%
k8s-worker14,10.1.4.10,2026-01-17 22:27:16,0.971699056621631%
k8s-worker14,10.1.4.10,2026-01-17 23:27:16,0.9591986398809382%
k8s-worker14,10.1.4.10,2026-01-18 00:27:16,0.9249999999883585%
k8s-worker14,10.1.4.10,2026-01-18 01:27:16,0.9658011399852882%
k8s-worker14,10.1.4.10,2026-01-18 02:27:16,1.0041666666802485%
k8s-worker14,10.1.4.10,2026-01-18 03:27:16,0.9166666666957752%
k8s-worker14,10.1.4.10,2026-01-18 04:27:16,0.9458333333896007%
k8s-worker14,10.1.4.10,2026-01-18 05:27:16,0.9416666667190583%
k8s-worker14,10.1.4.10,2026-01-18 06:27:16,1.0116329455374427%
k8s-worker14,10.1.4.10,2026-01-18 07:27:16,0.9341978066420609%
k8s-worker14,10.1.4.10,2026-01-18 08:27:16,0.9458333333896007%
k8s-worker14,10.1.4.10,2026-01-18 09:27:16,0.970833333364368%
k8s-worker14,10.1.4.10,2026-01-18 10:27:16,0.9408019732190525%
k8s-worker14,10.1.4.10,2026-01-18 11:27:16,0.9625000000232831%
k8s-worker14,10.1.4.10,2026-01-18 12:27:16,1.007466417848164%
k8s-worker14,10.1.4.10,2026-01-18 13:27:16,1.0249999999844732%
k8s-worker14,10.1.4.10,2026-01-18 14:27:16,0.9583333332557231%
k8s-worker14,10.1.4.10,2026-01-18 15:27:16,0.9875000000465661%
k8s-worker14,10.1.4.10,2026-01-18 16:27:16,0.94080197331607%
k8s-worker14,10.1.4.10,2026-01-18 17:27:16,1.0166666667403916%
k8s-worker14,10.1.4.10,2026-01-18 18:27:16,0.9124999999767169%
k8s-worker14,10.1.4.10,2026-01-18 19:27:16,0.93419780639951%
k8s-worker14,10.1.4.10,2026-01-18 20:27:16,0.93333333323244%
k8s-worker14,10.1.4.10,2026-01-18 21:27:16,0.9491350288401463%
k8s-worker14,10.1.4.10,2026-01-18 22:27:16,0.9966998899575259%
k8s-worker14,10.1.4.10,2026-01-18 23:27:16,0.9824672510334267%
k8s-worker14,10.1.4.10,2026-01-19 00:27:16,0.9374999999029967%
k8s-worker14,10.1.4.10,2026-01-19 01:27:16,0.9633654454449925%
k8s-worker14,10.1.4.10,2026-01-19 02:27:16,0.9583333334497439%
k8s-worker14,10.1.4.10,2026-01-19 03:27:16,0.9666666665968222%
k8s-worker14,10.1.4.10,2026-01-19 04:27:16,0.9500000000116415%
k8s-worker14,10.1.4.10,2026-01-19 05:27:16,0.9375000001940208%
k8s-worker14,10.1.4.10,2026-01-19 06:27:16,0.9708333332673647%
k8s-worker14,10.1.4.10,2026-01-19 07:27:16,0.9875000000465661%
k8s-worker14,10.1.4.10,2026-01-19 08:27:16,0.9708333331703471%
k8s-worker14,10.1.4.10,2026-01-19 09:27:16,0.9416666666705424%
k8s-worker14,10.1.4.10,2026-01-19 10:27:16,0.8999999997710546%
k8s-worker14,10.1.4.10,2026-01-19 11:27:16,0.9750000000349246%
k8s-worker14,10.1.4.10,2026-01-19 12:27:16,0.9341978066905625%
k8s-worker14,10.1.4.10,2026-01-19 13:27:16,1.0125000001668667%
k8s-worker14,10.1.4.10,2026-01-19 14:27:16,1.3782873904397235%
k8s-worker14,10.1.4.10,2026-01-19 15:27:16,0.9333333333294576%
k8s-worker14,10.1.4.10,2026-01-19 16:27:16,0.9550318344138731%
k8s-worker14,10.1.4.10,2026-01-19 17:27:16,0.9291666668529359%
k8s-worker14,10.1.4.10,2026-01-19 18:27:16,0.9583333333527406%
k8s-worker14,10.1.4.10,2026-01-19 19:27:16,0.9416666665735391%
k8s-worker14,10.1.4.10,2026-01-19 20:27:16,0.9133637790642695%
k8s-worker14,10.1.4.10,2026-01-19 21:27:16,0.9333333333294576%
k8s-worker14,10.1.4.10,2026-01-19 22:27:16,0.9249999997943235%
k8s-worker14,10.1.4.10,2026-01-19 23:27:16,0.9416666666705424%
k8s-worker14,10.1.4.10,2026-01-20 00:27:16,0.9533015566264282%
k8s-worker14,10.1.4.10,2026-01-20 01:27:16,0.9449685009568469%
k8s-worker14,10.1.4.10,2026-01-20 02:27:16,0.9533015569174523%
k8s-worker14,10.1.4.10,2026-01-20 03:27:16,1.01250000026387%
k8s-worker14,10.1.4.10,2026-01-20 04:27:16,0.9583333334497439%
k8s-worker14,10.1.4.10,2026-01-20 05:27:16,0.9199693344331337%
k8s-worker14,10.1.4.10,2026-01-20 06:27:16,0.9333333333294576%
k8s-worker14,10.1.4.10,2026-01-20 07:27:16,0.9791666666084637%
k8s-worker14,10.1.4.10,2026-01-20 08:27:16,0.954166666682184%
k8s-worker14,10.1.4.10,2026-01-20 09:27:16,0.9416666666705424%
k8s-worker14,10.1.4.10,2026-01-20 10:27:16,0.9708333334613855%
k8s-worker14,10.1.4.10,2026-01-20 11:27:16,0.9458333333410991%
k8s-worker14,10.1.4.10,2026-01-20 12:27:16,0.9249999998913552%
k8s-worker14,10.1.4.10,2026-01-20 13:27:16,0.9583333334497439%
k8s-worker14,10.1.4.10,2026-01-20 14:27:16,0.9675322510090609%
k8s-worker14,10.1.4.10,2026-01-20 15:27:16,0.9366354454812722%
k8s-worker14,10.1.4.10,2026-01-20 16:27:16,0.874999999844789%
k8s-worker14,10.1.4.10,2026-01-20 17:27:16,0.9958333332906477%
k8s-worker14,10.1.4.10,2026-01-20 18:27:16,1.3583333335312346%
k8s-worker14,10.1.4.10,2026-01-20 19:27:16,0.9175305843372854%
k8s-worker14,10.1.4.10,2026-01-20 20:27:16,0.9541666665851807%
k8s-worker14,10.1.4.10,2026-01-20 21:27:16,0.9033032233849951%
k8s-worker14,10.1.4.10,2026-01-20 22:27:16,0.9699676678685876%
k8s-worker14,10.1.4.10,2026-01-20 23:27:16,0.9425314176246644%
k8s-worker14,10.1.4.10,2026-01-21 00:27:16,0.891666666526973%
k8s-worker14,10.1.4.10,2026-01-21 01:27:16,0.9408019733645716%
k8s-worker14,10.1.4.10,2026-01-21 02:27:16,0.9241358622194156%
k8s-worker14,10.1.4.10,2026-01-21 03:27:16,0.9499999998176207%
k8s-worker14,10.1.4.10,2026-01-21 04:27:16,0.9574680844127101%
k8s-worker14,10.1.4.10,2026-01-21 05:27:16,0.9791666667054812%
k8s-worker14,10.1.4.10,2026-01-21 06:27:16,0.9375%
k8s-worker14,10.1.4.10,2026-01-21 07:27:16,0.9716990563790944%
k8s-worker14,10.1.4.10,2026-01-21 08:27:16,0.9541666665851807%
k8s-worker14,10.1.4.10,2026-01-21 09:27:16,0.9883662787323715%
k8s-worker14,10.1.4.10,2026-01-21 10:27:16,0.8991366955016957%
k8s-worker14,10.1.4.10,2026-01-21 11:27:16,0.9958333332906477%
k8s-worker14,10.1.4.10,2026-01-21 12:27:16,1.0000000001552252%
k8s-worker14,10.1.4.10,2026-01-21 13:27:16,1.0083333333993068%
k8s-worker14,10.1.4.10,2026-01-21 14:27:16,0.9583333334497439%
k8s-worker14,10.1.4.10,2026-01-21 15:27:16,0.9758658622342011%
k8s-worker14,10.1.4.10,2026-01-21 16:27:16,0.9583333331587056%
k8s-worker14,10.1.4.10,2026-01-21 17:27:16,0.9333333334264609%
k8s-worker14,10.1.4.10,2026-01-21 18:27:16,0.9333333333294576%
k8s-worker14,10.1.4.10,2026-01-21 19:27:16,0.9324689176949903%
k8s-worker14,10.1.4.10,2026-01-21 20:27:16,0.9449685011508535%
k8s-worker14,10.1.4.10,2026-01-21 21:27:16,0.9666666664998047%
k8s-worker14,10.1.4.10,2026-01-21 22:27:16,0.925000000085376%
k8s-worker14,10.1.4.10,2026-01-21 23:27:16,0.9666666666938255%
k8s-worker14,10.1.4.10,2026-01-22 00:27:16,1.2166666667326353%
k8s-worker14,10.1.4.10,2026-01-22 01:27:16,0.9000000000620787%
k8s-worker14,10.1.4.10,2026-01-22 02:27:16,0.9333333333294576%
k8s-worker14,10.1.4.10,2026-01-22 03:27:16,0.9291666667559184%
k8s-worker14,10.1.4.10,2026-01-22 04:27:16,0.9216973898043364%
k8s-worker14,10.1.4.10,2026-01-22 05:27:16,0.909196973306166%
k8s-worker14,10.1.4.10,2026-01-22 06:27:16,0.9791666665114462%
k8s-worker14,10.1.4.10,2026-01-22 07:27:16,0.9458333333410991%
k8s-worker14,10.1.4.10,2026-01-22 08:27:16,0.9241358622194156%
k8s-worker14,10.1.4.10,2026-01-22 09:27:16,0.9250000001823793%
k8s-worker14,10.1.4.10,2026-01-22 10:27:16,0.9291666666589151%
k8s-worker14,10.1.4.10,2026-01-22 11:27:16,1.0666666666899545%
k8s-worker14,10.1.4.10,2026-01-22 12:27:16,0.9833333332790062%
k8s-worker14,10.1.4.10,2026-01-22 13:27:16,0.9750000000349246%
k8s-worker14,10.1.4.10,2026-01-22 14:27:16,0.9625000001202864%
k8s-worker14,10.1.4.10,2026-01-22 15:27:16,0.98246725113043%
k8s-worker15,10.1.5.10,2026-01-15 15:27:16,0.8666666666492091%
k8s-worker15,10.1.5.10,2026-01-15 16:27:16,0.9541666666336823%
k8s-worker15,10.1.5.10,2026-01-15 17:27:16,0.9875000000465661%
k8s-worker15,10.1.5.10,2026-01-15 18:27:16,0.9550318343653714%
k8s-worker15,10.1.5.10,2026-01-15 19:27:16,0.9508650288498188%
k8s-worker15,10.1.5.10,2026-01-15 20:27:16,0.9158028065983359%
k8s-worker15,10.1.5.10,2026-01-15 21:27:16,0.9533015566749299%
k8s-worker15,10.1.5.10,2026-01-15 22:27:16,0.9541666666336823%
k8s-worker15,10.1.5.10,2026-01-15 23:27:16,0.9874999999980645%
k8s-worker15,10.1.5.10,2026-01-16 00:27:16,0.9624999998777639%
k8s-worker15,10.1.5.10,2026-01-16 01:27:16,0.9375000000485016%
k8s-worker15,10.1.5.10,2026-01-16 02:27:16,0.8908036399291177%
k8s-worker15,10.1.5.10,2026-01-16 03:27:16,1.120833333407063%
k8s-worker15,10.1.5.10,2026-01-16 04:27:16,0.908333333403192%
k8s-worker15,10.1.5.10,2026-01-16 05:27:16,0.9375000000970175%
k8s-worker15,10.1.5.10,2026-01-16 06:27:16,0.9416666665250375%
k8s-worker15,10.1.5.10,2026-01-16 07:27:16,0.9425314177216819%
k8s-worker15,10.1.5.10,2026-01-16 08:27:16,0.9300310010294908%
k8s-worker15,10.1.5.10,2026-01-16 09:27:16,0.9291666666589151%
k8s-worker15,10.1.5.10,2026-01-16 10:27:16,0.9583333332557231%
k8s-worker15,10.1.5.10,2026-01-16 11:27:16,0.9658011400337898%
k8s-worker15,10.1.5.10,2026-01-16 12:27:16,0.9333333334264609%
k8s-worker15,10.1.5.10,2026-01-16 13:27:16,0.8875000000019355%
k8s-worker15,10.1.5.10,2026-01-16 14:27:16,0.9041666666841195%
k8s-worker15,10.1.5.10,2026-01-16 15:27:16,0.9550318344623889%
k8s-worker15,10.1.5.10,2026-01-16 16:27:16,0.9458333333896007%
k8s-worker15,10.1.5.10,2026-01-16 17:27:16,0.9258641954654223%
k8s-worker15,10.1.5.10,2026-01-16 18:27:16,0.925864195513924%
k8s-worker15,10.1.5.10,2026-01-16 19:27:16,0.9166666667927927%
k8s-worker15,10.1.5.10,2026-01-16 20:27:16,0.94166666676756%
k8s-worker15,10.1.5.10,2026-01-16 21:27:16,0.9258641955624256%
k8s-worker15,10.1.5.10,2026-01-16 22:27:16,0.9008633621295274%
k8s-worker15,10.1.5.10,2026-01-16 23:27:16,0.9241358620739106%
k8s-worker15,10.1.5.10,2026-01-17 00:27:16,0.9824672510819283%
k8s-worker15,10.1.5.10,2026-01-17 01:27:16,0.9449685010538502%
k8s-worker15,10.1.5.10,2026-01-17 02:27:16,0.9416666667190583%
