Node Name(节点名称),Node IP(节点IP),Time(时间)(YYYY-MM-DD HH:MM:SS),CPU Usage(CPU使用率)(%)
k8s-worker15,10.1.5.10,2026-01-17 03:27:16,0.9125000000737202%
k8s-worker15,10.1.5.10,2026-01-17 04:27:16,0.946698223334252%
k8s-worker15,10.1.5.10,2026-01-17 05:27:16,0.8925297509043872%
k8s-worker15,10.1.5.10,2026-01-17 06:27:16,0.9675322511545801%
k8s-worker15,10.1.5.10,2026-01-17 07:27:16,0.9125000000737344%
k8s-worker15,10.1.5.10,2026-01-17 08:27:16,0.9574680844127101%
k8s-worker15,10.1.5.10,2026-01-17 09:27:16,0.9958333333391494%
k8s-worker15,10.1.5.10,2026-01-17 10:27:16,0.9291666665618834%
k8s-worker15,10.1.5.10,2026-01-17 11:27:16,0.9291666667559184%
k8s-worker15,10.1.5.10,2026-01-17 12:27:16,0.9241358620739106%
k8s-worker15,10.1.5.10,2026-01-17 13:27:16,0.9841994732653205%
k8s-worker15,10.1.5.10,2026-01-17 14:27:16,0.9033032232879776%
k8s-worker15,10.1.5.10,2026-01-17 15:27:16,0.9249999999398426%
k8s-worker15,10.1.5.10,2026-01-17 16:27:16,0.950865028801303%
k8s-worker15,10.1.5.10,2026-01-17 17:27:16,0.9366354454812722%
k8s-worker15,10.1.5.10,2026-01-17 18:27:16,0.9449685009568469%
k8s-worker15,10.1.5.10,2026-01-17 19:27:16,1.0000000001067093%
k8s-worker15,10.1.5.10,2026-01-17 20:27:16,0.9425314176246644%
k8s-worker15,10.1.5.10,2026-01-17 21:27:16,0.9458333333410991%
k8s-worker15,10.1.5.10,2026-01-17 22:27:16,0.903303223239476%
k8s-worker15,10.1.5.10,2026-01-17 23:27:16,0.9258641955624256%
k8s-worker15,10.1.5.10,2026-01-18 00:27:16,0.9716990566701327%
k8s-worker15,10.1.5.10,2026-01-18 01:27:16,0.9425314176731803%
k8s-worker15,10.1.5.10,2026-01-18 02:27:16,0.9158028066468518%
k8s-worker15,10.1.5.10,2026-01-18 03:27:16,0.9550318343168698%
k8s-worker15,10.1.5.10,2026-01-18 04:27:16,0.9375%
k8s-worker15,10.1.5.10,2026-01-18 05:27:16,0.9550318344138731%
k8s-worker15,10.1.5.10,2026-01-18 06:27:16,5.603146561757995%
k8s-worker15,10.1.5.10,2026-01-18 07:27:16,0.9800326677012521%
k8s-worker15,10.1.5.10,2026-01-18 08:27:16,0.9749999999379071%
k8s-worker15,10.1.5.10,2026-01-18 09:27:16,0.9583333333042248%
k8s-worker15,10.1.5.10,2026-01-18 10:27:16,0.9500000000116415%
k8s-worker15,10.1.5.10,2026-01-18 11:27:16,0.9249999999883585%
k8s-worker15,10.1.5.10,2026-01-18 12:27:16,0.9833333332790062%
k8s-worker15,10.1.5.10,2026-01-18 13:27:16,0.9666666665968222%
k8s-worker15,10.1.5.10,2026-01-18 14:27:16,0.9666666665968222%
k8s-worker15,10.1.5.10,2026-01-18 15:27:16,0.9833333332790062%
k8s-worker15,10.1.5.10,2026-01-18 16:27:16,1.0258675291000259%
k8s-worker15,10.1.5.10,2026-01-18 17:27:16,0.9875000000465661%
k8s-worker15,10.1.5.10,2026-01-18 18:27:16,0.9574680843157068%
k8s-worker15,10.1.5.10,2026-01-18 19:27:16,0.9833333334730412%
k8s-worker15,10.1.5.10,2026-01-18 20:27:16,0.9324689177919936%
k8s-worker15,10.1.5.10,2026-01-18 21:27:16,0.9291666667559184%
k8s-worker15,10.1.5.10,2026-01-18 22:27:16,0.9708333334613855%
k8s-worker15,10.1.5.10,2026-01-18 23:27:16,0.970833333364368%
k8s-worker15,10.1.5.10,2026-01-19 00:27:16,0.9841994732653205%
k8s-worker15,10.1.5.10,2026-01-19 01:27:16,0.9741341954608487%
k8s-worker15,10.1.5.10,2026-01-19 02:27:16,0.9500000000116415%
k8s-worker15,10.1.5.10,2026-01-19 03:27:16,0.9041666667326353%
k8s-worker15,10.1.5.10,2026-01-19 04:27:16,0.9633654454449925%
k8s-worker15,10.1.5.10,2026-01-19 05:27:16,0.9466982231887329%
k8s-worker15,10.1.5.10,2026-01-19 06:27:16,0.934197806593545%
k8s-worker15,10.1.5.10,2026-01-19 07:27:16,1.116666666639503%
k8s-worker15,10.1.5.10,2026-01-19 08:27:16,0.9583333332557231%
k8s-worker15,10.1.5.10,2026-01-19 09:27:16,0.9750000000349246%
k8s-worker15,10.1.5.10,2026-01-19 10:27:16,0.9500000000116415%
k8s-worker15,10.1.5.10,2026-01-19 11:27:16,0.9908003065090014%
k8s-worker15,10.1.5.10,2026-01-19 12:27:16,0.920833333317816%
k8s-worker15,10.1.5.10,2026-01-19 13:27:16,0.9583333334497439%
k8s-worker15,10.1.5.10,2026-01-19 14:27:16,0.9041666667326353%
k8s-worker15,10.1.5.10,2026-01-19 15:27:16,0.9716990566701327%
k8s-worker15,10.1.5.10,2026-01-19 16:27:16,0.9333333333294576%
k8s-worker15,10.1.5.10,2026-01-19 17:27:16,0.9791666668024845%
k8s-worker15,10.1.5.10,2026-01-19 18:27:16,0.8675289176655099%
k8s-worker15,10.1.5.10,2026-01-19 19:27:16,1.0217007233419224%
k8s-worker15,10.1.5.10,2026-01-19 20:27:16,0.9341978064965275%
k8s-worker15,10.1.5.10,2026-01-19 21:27:16,0.9425314174306436%
k8s-worker15,10.1.5.10,2026-01-19 22:27:16,0.9716990565731294%
k8s-worker15,10.1.5.10,2026-01-19 23:27:16,0.9258641954654081%
k8s-worker15,10.1.5.10,2026-01-20 00:27:16,0.9291666665618976%
k8s-worker15,10.1.5.10,2026-01-20 01:27:16,0.9458333333410991%
k8s-worker15,10.1.5.10,2026-01-20 02:27:16,0.954166666682184%
k8s-worker15,10.1.5.10,2026-01-20 03:27:16,0.9491350290341529%
k8s-worker15,10.1.5.10,2026-01-20 04:27:16,0.9416666664765216%
k8s-worker15,10.1.5.10,2026-01-20 05:27:16,0.93333333323244%
k8s-worker15,10.1.5.10,2026-01-20 06:27:16,0.9175305844343029%
k8s-worker15,10.1.5.10,2026-01-20 07:27:16,1.0124999997788109%
k8s-worker15,10.1.5.10,2026-01-20 08:27:16,0.9008633621780433%
k8s-worker15,10.1.5.10,2026-01-20 09:27:16,0.9375%
k8s-worker15,10.1.5.10,2026-01-20 10:27:16,0.920833333317816%
k8s-worker15,10.1.5.10,2026-01-20 11:27:16,0.9616346121990063%
k8s-worker15,10.1.5.10,2026-01-20 12:27:16,0.9833333333760237%
k8s-worker15,10.1.5.10,2026-01-20 13:27:16,0.954166666682184%
k8s-worker15,10.1.5.10,2026-01-20 14:27:16,0.908333333403192%
k8s-worker15,10.1.5.10,2026-01-20 15:27:16,0.925000000085376%
k8s-worker15,10.1.5.10,2026-01-20 16:27:16,0.9249999998913552%
k8s-worker15,10.1.5.10,2026-01-20 17:27:16,0.920833333317816%
k8s-worker15,10.1.5.10,2026-01-20 18:27:16,0.9999999998641727%
k8s-worker15,10.1.5.10,2026-01-20 19:27:16,0.9916666667171228%
k8s-worker15,10.1.5.10,2026-01-20 20:27:16,0.9041666668296529%
k8s-worker15,10.1.5.10,2026-01-20 21:27:16,0.9175305844343029%
k8s-worker15,10.1.5.10,2026-01-20 22:27:16,0.9366354453842689%
k8s-worker15,10.1.5.10,2026-01-20 23:27:16,0.9408019731705508%
k8s-worker15,10.1.5.10,2026-01-21 00:27:16,0.9083333335972128%
k8s-worker15,10.1.5.10,2026-01-21 01:27:16,0.9291666666589151%
k8s-worker15,10.1.5.10,2026-01-21 02:27:16,0.9458333333410991%
k8s-worker15,10.1.5.10,2026-01-21 03:27:16,0.9791666666084495%
k8s-worker15,10.1.5.10,2026-01-21 04:27:16,0.9466982231887329%
k8s-worker15,10.1.5.10,2026-01-21 05:27:16,0.9383646121576135%
k8s-worker15,10.1.5.10,2026-01-21 06:27:16,0.9375000000970175%
k8s-worker15,10.1.5.10,2026-01-21 07:27:16,0.9208333332207985%
k8s-worker15,10.1.5.10,2026-01-21 08:27:16,0.933333333038405%
k8s-worker15,10.1.5.10,2026-01-21 09:27:16,0.9541666665851807%
k8s-worker15,10.1.5.10,2026-01-21 10:27:16,0.9241358621224123%
k8s-worker15,10.1.5.10,2026-01-21 11:27:16,0.949999999914624%
k8s-worker15,10.1.5.10,2026-01-21 12:27:16,0.9408019733645716%
k8s-worker15,10.1.5.10,2026-01-21 13:27:16,0.9958333334846685%
k8s-worker15,10.1.5.10,2026-01-21 14:27:16,0.9050301677420975%
k8s-worker15,10.1.5.10,2026-01-21 15:27:16,0.9699676676745668%
k8s-worker15,10.1.5.10,2026-01-21 16:27:16,0.9366354455782755%
k8s-worker15,10.1.5.10,2026-01-21 17:27:16,0.9466982233827537%
k8s-worker15,10.1.5.10,2026-01-21 18:27:16,0.9291666667559184%
k8s-worker15,10.1.5.10,2026-01-21 19:27:16,0.903303222899936%
k8s-worker15,10.1.5.10,2026-01-21 20:27:16,0.9258641955624256%
k8s-worker15,10.1.5.10,2026-01-21 21:27:16,0.9583333334497439%
k8s-worker15,10.1.5.10,2026-01-21 22:27:16,0.8791666666123348%
k8s-worker15,10.1.5.10,2026-01-21 23:27:16,0.9458333334381024%
k8s-worker15,10.1.5.10,2026-01-22 00:27:16,0.9533015565294249%
k8s-worker15,10.1.5.10,2026-01-22 01:27:16,0.9116362787635524%
k8s-worker15,10.1.5.10,2026-01-22 02:27:16,0.9550318342198523%
k8s-worker15,10.1.5.10,2026-01-22 03:27:16,0.8925297510499064%
k8s-worker15,10.1.5.10,2026-01-22 04:27:16,0.9466982232857504%
k8s-worker15,10.1.5.10,2026-01-22 05:27:16,0.9758658623312328%
k8s-worker15,10.1.5.10,2026-01-22 06:27:16,0.9241358620253948%
k8s-worker15,10.1.5.10,2026-01-22 07:27:16,0.9749999999379071%
k8s-worker15,10.1.5.10,2026-01-22 08:27:16,0.9333333334264609%
k8s-worker15,10.1.5.10,2026-01-22 09:27:16,1.0041666669227851%
k8s-worker15,10.1.5.10,2026-01-22 10:27:16,1.0041666666317468%
k8s-worker15,10.1.5.10,2026-01-22 11:27:16,1.0217007233419082%
k8s-worker15,10.1.5.10,2026-01-22 12:27:16,0.9874999999495628%
k8s-worker15,10.1.5.10,2026-01-22 13:27:16,0.9550318344138731%
k8s-worker15,10.1.5.10,2026-01-22 14:27:16,0.9833333332790062%
k8s-worker15,10.1.5.10,2026-01-22 15:27:16,0.925000000085376%
k8s-worker21,10.2.1.10,2026-01-15 15:27:16,0.7908069731067116%
k8s-worker21,10.2.1.10,2026-01-15 16:27:16,0.8324722508725984%
k8s-worker21,10.2.1.10,2026-01-15 17:27:16,0.8000000000174623%
k8s-worker21,10.2.1.10,2026-01-15 18:27:16,0.8333333333333286%
k8s-worker21,10.2.1.10,2026-01-15 19:27:16,0.7125000000329749%
k8s-worker21,10.2.1.10,2026-01-15 20:27:16,0.7750000000911825%
k8s-worker21,10.2.1.10,2026-01-15 21:27:16,0.7083333334109483%
k8s-worker21,10.2.1.10,2026-01-15 22:27:16,0.7199760007398339%
k8s-worker21,10.2.1.10,2026-01-15 23:27:16,0.8208333333216871%
k8s-worker21,10.2.1.10,2026-01-16 00:27:16,0.7416666666783129%
k8s-worker21,10.2.1.10,2026-01-16 01:27:16,0.6999999998758284%
k8s-worker21,10.2.1.10,2026-01-16 02:27:16,0.6791666666201053%
k8s-worker21,10.2.1.10,2026-01-16 03:27:16,0.6708333333760237%
k8s-worker21,10.2.1.10,2026-01-16 04:27:16,0.8166666666996463%
k8s-worker21,10.2.1.10,2026-01-16 05:27:16,0.7416666667268146%
k8s-worker21,10.2.1.10,2026-01-16 06:27:16,0.8041666666395031%
k8s-worker21,10.2.1.10,2026-01-16 07:27:16,0.6874999999611902%
k8s-worker21,10.2.1.10,2026-01-16 08:27:16,0.77830738969935%
k8s-worker21,10.2.1.10,2026-01-16 09:27:16,0.8125000000291038%
k8s-worker21,10.2.1.10,2026-01-16 10:27:16,0.7833333332867767%
k8s-worker21,10.2.1.10,2026-01-16 11:27:16,0.7324755841956971%
k8s-worker21,10.2.1.10,2026-01-16 12:27:16,0.7583333333604969%
k8s-worker21,10.2.1.10,2026-01-16 13:27:16,0.77830738969935%
k8s-worker21,10.2.1.10,2026-01-16 14:27:16,0.7624999999825377%
k8s-worker21,10.2.1.10,2026-01-16 15:27:16,0.6925230841687693%
k8s-worker21,10.2.1.10,2026-01-16 16:27:16,0.6883562785076833%
k8s-worker21,10.2.1.10,2026-01-16 17:27:16,0.7416666667268146%
k8s-worker21,10.2.1.10,2026-01-16 18:27:16,0.7874999999573191%
k8s-worker21,10.2.1.10,2026-01-16 19:27:16,0.7758591954015799%
k8s-worker21,10.2.1.10,2026-01-16 20:27:16,0.7666666666530801%
k8s-worker21,10.2.1.10,2026-01-16 21:27:16,0.762500000079541%
k8s-worker21,10.2.1.10,2026-01-16 22:27:16,0.7124999999359716%
k8s-worker21,10.2.1.10,2026-01-16 23:27:16,0.687500000009706%
k8s-worker21,10.2.1.10,2026-01-17 00:27:16,0.8533048898525379%
k8s-worker21,10.2.1.10,2026-01-17 01:27:16,0.7416666666783129%
k8s-worker21,10.2.1.10,2026-01-17 02:27:16,0.762499999934036%
k8s-worker21,10.2.1.10,2026-01-17 03:27:16,0.6991433619053993%
k8s-worker21,10.2.1.10,2026-01-17 04:27:16,0.8341944731044748%
k8s-worker21,10.2.1.10,2026-01-17 05:27:16,0.7791666666647359%
k8s-worker21,10.2.1.10,2026-01-17 06:27:16,0.6966898896843219%
k8s-worker21,10.2.1.10,2026-01-17 07:27:16,0.7416666665812954%
k8s-worker21,10.2.1.10,2026-01-17 08:27:16,0.7258575286327869%
k8s-worker21,10.2.1.10,2026-01-17 09:27:16,0.7008566953454078%
k8s-worker21,10.2.1.10,2026-01-17 10:27:16,0.6541666666453239%
k8s-worker21,10.2.1.10,2026-01-17 11:27:16,0.678310722876958%
k8s-worker21,10.2.1.10,2026-01-17 12:27:16,0.7166666666065282%
k8s-worker21,10.2.1.10,2026-01-17 13:27:16,0.8133604453326626%
k8s-worker21,10.2.1.10,2026-01-17 14:27:16,0.7425247508405448%
k8s-worker21,10.2.1.10,2026-01-17 15:27:16,0.715809473099057%
k8s-worker21,10.2.1.10,2026-01-17 16:27:16,0.6991433618568976%
k8s-worker21,10.2.1.10,2026-01-17 17:27:16,0.6791666666201053%
k8s-worker21,10.2.1.10,2026-01-17 18:27:16,0.6841894729921307%
k8s-worker21,10.2.1.10,2026-01-17 19:27:16,0.7624999998855202%
k8s-worker21,10.2.1.10,2026-01-17 20:27:16,0.6833333333876652%
k8s-worker21,10.2.1.10,2026-01-17 21:27:16,0.7458333333488554%
k8s-worker21,10.2.1.10,2026-01-17 22:27:16,0.7208333332770565%
k8s-worker21,10.2.1.10,2026-01-17 23:27:16,0.6833333332906477%
k8s-worker21,10.2.1.10,2026-01-18 00:27:16,0.7749999999941792%
k8s-worker21,10.2.1.10,2026-01-18 01:27:16,0.8125000000291038%
k8s-worker21,10.2.1.10,2026-01-18 02:27:16,0.7758591953045624%
k8s-worker21,10.2.1.10,2026-01-18 03:27:16,0.7416666666783129%
k8s-worker21,10.2.1.10,2026-01-18 04:27:16,0.7574747508649295%
k8s-worker21,10.2.1.10,2026-01-18 05:27:16,0.7699743342237895%
k8s-worker21,10.2.1.10,2026-01-18 06:27:16,0.8208333333702029%
k8s-worker21,10.2.1.10,2026-01-18 07:27:16,0.7291666666666714%
k8s-worker21,10.2.1.10,2026-01-18 08:27:16,0.9375000000485016%
k8s-worker21,10.2.1.10,2026-01-18 09:27:16,0.8175272508967169%
k8s-worker21,10.2.1.10,2026-01-18 10:27:16,0.7300243341483537%
k8s-worker21,10.2.1.10,2026-01-18 11:27:16,0.6991433619053993%
k8s-worker21,10.2.1.10,2026-01-18 12:27:16,0.7958333332984182%
k8s-worker21,10.2.1.10,2026-01-18 13:27:16,0.7675255842249555%
k8s-worker21,10.2.1.10,2026-01-18 14:27:16,0.7499999999708962%
k8s-worker21,10.2.1.10,2026-01-18 15:27:16,0.7541666668839753%
k8s-worker21,10.2.1.10,2026-01-18 16:27:16,0.762499999934036%
k8s-worker21,10.2.1.10,2026-01-18 17:27:16,0.766666666701596%
k8s-worker21,10.2.1.10,2026-01-18 18:27:16,0.7166666667520474%
k8s-worker21,10.2.1.10,2026-01-18 19:27:16,0.7008566953939237%
k8s-worker21,10.2.1.10,2026-01-18 20:27:16,0.7666666667015818%
k8s-worker21,10.2.1.10,2026-01-18 21:27:16,0.7250000000931323%
k8s-worker21,10.2.1.10,2026-01-18 22:27:16,0.7375000001047738%
k8s-worker21,10.2.1.10,2026-01-18 23:27:16,0.769974334320807%
k8s-worker21,10.2.1.10,2026-01-19 00:27:16,0.7291666665696539%
k8s-worker21,10.2.1.10,2026-01-19 01:27:16,0.8291666668568212%
k8s-worker21,10.2.1.10,2026-01-19 02:27:16,0.7541666666899545%
k8s-worker21,10.2.1.10,2026-01-19 03:27:16,0.6716890562514237%
k8s-worker21,10.2.1.10,2026-01-19 04:27:16,0.8175272508967169%
k8s-worker21,10.2.1.10,2026-01-19 05:27:16,0.7958333333954215%
k8s-worker21,10.2.1.10,2026-01-19 06:27:16,0.7591919729998011%
k8s-worker21,10.2.1.10,2026-01-19 07:27:16,0.7458333333488554%
k8s-worker21,10.2.1.10,2026-01-19 08:27:16,0.7041666665463708%
k8s-worker21,10.2.1.10,2026-01-19 09:27:16,0.7033098897401828%
k8s-worker21,10.2.1.10,2026-01-19 10:27:16,0.7375000000077563%
k8s-worker21,10.2.1.10,2026-01-19 11:27:16,0.762499999934036%
k8s-worker21,10.2.1.10,2026-01-19 12:27:16,0.7616412785542082%
k8s-worker21,10.2.1.10,2026-01-19 13:27:16,0.786640445271928%
k8s-worker21,10.2.1.10,2026-01-19 14:27:16,0.7333333332402105%
k8s-worker21,10.2.1.10,2026-01-19 15:27:16,0.7291666665696539%
k8s-worker21,10.2.1.10,2026-01-19 16:27:16,0.7925264177063553%
k8s-worker21,10.2.1.10,2026-01-19 17:27:16,0.7074764173324581%
k8s-worker21,10.2.1.10,2026-01-19 18:27:16,0.7874999998603016%
k8s-worker21,10.2.1.10,2026-01-19 19:27:16,0.7208333334225898%
k8s-worker21,10.2.1.10,2026-01-19 20:27:16,0.6750000000465661%
k8s-worker21,10.2.1.10,2026-01-19 21:27:16,0.7341911397124079%
k8s-worker21,10.2.1.10,2026-01-19 22:27:16,0.7008566951028712%
k8s-worker21,10.2.1.10,2026-01-19 23:27:16,0.7708333333721384%
k8s-worker21,10.2.1.10,2026-01-20 00:27:16,0.6916666668257676%
k8s-worker21,10.2.1.10,2026-01-20 01:27:16,0.7966932231734063%
k8s-worker21,10.2.1.10,2026-01-20 02:27:16,0.7916666665308583%
k8s-worker21,10.2.1.10,2026-01-20 03:27:16,0.6999999999728317%
k8s-worker21,10.2.1.10,2026-01-20 04:27:16,0.6833333331936302%
k8s-worker21,10.2.1.10,2026-01-20 05:27:16,0.6916666664377118%
k8s-worker21,10.2.1.10,2026-01-20 06:27:16,0.7175239174561483%
k8s-worker21,10.2.1.10,2026-01-20 07:27:16,0.8166666665541271%
k8s-worker21,10.2.1.10,2026-01-20 08:27:16,0.7241425285746175%
k8s-worker21,10.2.1.10,2026-01-20 09:27:16,0.7458333333488554%
k8s-worker21,10.2.1.10,2026-01-20 10:27:16,0.8158061396789265%
k8s-worker21,10.2.1.10,2026-01-20 11:27:16,0.7791666667132233%
k8s-worker21,10.2.1.10,2026-01-20 12:27:16,0.7375000000077563%
k8s-worker21,10.2.1.10,2026-01-20 13:27:16,0.7583333332634794%
k8s-worker21,10.2.1.10,2026-01-20 14:27:16,0.7041666665463708%
k8s-worker21,10.2.1.10,2026-01-20 15:27:16,0.7508583620656992%
k8s-worker21,10.2.1.10,2026-01-20 16:27:16,0.6824772508087591%
k8s-worker21,10.2.1.10,2026-01-20 17:27:16,0.8008600285434397%
k8s-worker21,10.2.1.10,2026-01-20 18:27:16,0.7791666664221992%
k8s-worker21,10.2.1.10,2026-01-20 19:27:16,0.7050235007639571%
k8s-worker21,10.2.1.10,2026-01-20 20:27:16,0.7083333333139308%
k8s-worker21,10.2.1.10,2026-01-20 21:27:16,0.7125000000814907%
k8s-worker21,10.2.1.10,2026-01-20 22:27:16,0.7491416951953482%
k8s-worker21,10.2.1.10,2026-01-20 23:27:16,0.7658078063404901%
k8s-worker21,10.2.1.10,2026-01-21 00:27:16,0.7041666667404058%
k8s-worker21,10.2.1.10,2026-01-21 01:27:16,0.856752341834877%
k8s-worker21,10.2.1.10,2026-01-21 02:27:16,0.6374999998176207%
k8s-worker21,10.2.1.10,2026-01-21 03:27:16,0.8008600286404572%
k8s-worker21,10.2.1.10,2026-01-21 04:27:16,0.7758591953530782%
k8s-worker21,10.2.1.10,2026-01-21 05:27:16,0.6883562785076833%
k8s-worker21,10.2.1.10,2026-01-21 06:27:16,0.7041666667403916%
k8s-worker21,10.2.1.10,2026-01-21 07:27:16,0.7958333333954215%
k8s-worker21,10.2.1.10,2026-01-21 08:27:16,0.8249999999922437%
k8s-worker21,10.2.1.10,2026-01-21 09:27:16,0.6875000000582077%
k8s-worker21,10.2.1.10,2026-01-21 10:27:16,0.6749999997555278%
k8s-worker21,10.2.1.10,2026-01-21 11:27:16,0.7175239174561483%
k8s-worker21,10.2.1.10,2026-01-21 12:27:16,0.800860028834478%
k8s-worker21,10.2.1.10,2026-01-21 13:27:16,0.7000000001668525%
k8s-worker21,10.2.1.10,2026-01-21 14:27:16,0.6925230841687693%
k8s-worker21,10.2.1.10,2026-01-21 15:27:16,0.7250000000931323%
k8s-worker21,10.2.1.10,2026-01-21 16:27:16,0.7875000000543366%
k8s-worker21,10.2.1.10,2026-01-21 17:27:16,0.6999999998758284%
k8s-worker21,10.2.1.10,2026-01-21 18:27:16,0.7366421116424533%
k8s-worker21,10.2.1.10,2026-01-21 19:27:16,0.7708333330811001%
k8s-worker21,10.2.1.10,2026-01-21 20:27:16,0.8133604452356309%
k8s-worker21,10.2.1.10,2026-01-21 21:27:16,0.7366421118364741%
k8s-worker21,10.2.1.10,2026-01-21 22:27:16,0.6874999999611902%
k8s-worker21,10.2.1.10,2026-01-21 23:27:16,0.7750000000426951%
k8s-worker21,10.2.1.10,2026-01-22 00:27:16,0.6958333333022892%
k8s-worker21,10.2.1.10,2026-01-22 01:27:16,0.6916666666317468%
k8s-worker21,10.2.1.10,2026-01-22 02:27:16,0.7999999999689607%
k8s-worker21,10.2.1.10,2026-01-22 03:27:16,0.7874999998603016%
k8s-worker21,10.2.1.10,2026-01-22 04:27:16,0.7491416953893548%
k8s-worker21,10.2.1.10,2026-01-22 05:27:16,0.7291666666666714%
k8s-worker21,10.2.1.10,2026-01-22 06:27:16,0.7041666666433741%
k8s-worker21,10.2.1.10,2026-01-22 07:27:16,0.8283057230377864%
k8s-worker21,10.2.1.10,2026-01-22 08:27:16,0.783333333189745%
k8s-worker21,10.2.1.10,2026-01-22 09:27:16,0.7875000000543366%
k8s-worker21,10.2.1.10,2026-01-22 10:27:16,0.7491416951953482%
k8s-worker21,10.2.1.10,2026-01-22 11:27:16,0.7824739174856319%
k8s-worker21,10.2.1.10,2026-01-22 12:27:16,0.7074764174294756%
k8s-worker21,10.2.1.10,2026-01-22 13:27:16,0.7916666666278616%
k8s-worker21,10.2.1.10,2026-01-22 14:27:16,0.78333333338378%
k8s-worker21,10.2.1.10,2026-01-22 15:27:16,0.7658078062434726%
k8s-worker22,10.2.2.10,2026-01-15 15:27:16,0.9291666666589151%
k8s-worker22,10.2.2.10,2026-01-15 16:27:16,0.9241358620739106%
k8s-worker22,10.2.2.10,2026-01-15 17:27:16,0.8791666665638331%
k8s-worker22,10.2.2.10,2026-01-15 18:27:16,0.8466948898451818%
k8s-worker22,10.2.2.10,2026-01-15 19:27:16,0.8883629453888204%
k8s-worker22,10.2.2.10,2026-01-15 20:27:16,0.9041666667326353%
k8s-worker22,10.2.2.10,2026-01-15 21:27:16,0.9166666666472736%
k8s-worker22,10.2.2.10,2026-01-15 22:27:16,0.9166666666472736%
k8s-worker22,10.2.2.10,2026-01-15 23:27:16,0.9333333334264609%
k8s-worker22,10.2.2.10,2026-01-16 00:27:16,0.8874999999534339%
k8s-worker22,10.2.2.10,2026-01-16 01:27:16,0.9125000000252186%
k8s-worker22,10.2.2.10,2026-01-16 02:27:16,0.9583333333527406%
k8s-worker22,10.2.2.10,2026-01-16 03:27:16,0.9166666666472736%
k8s-worker22,10.2.2.10,2026-01-16 04:27:16,0.9041666666356178%
k8s-worker22,10.2.2.10,2026-01-16 05:27:16,0.9324689176464886%
k8s-worker22,10.2.2.10,2026-01-16 06:27:16,0.9291666667074168%
k8s-worker22,10.2.2.10,2026-01-16 07:27:16,0.9375%
k8s-worker22,10.2.2.10,2026-01-16 08:27:16,0.8916666666724922%
k8s-worker22,10.2.2.10,2026-01-16 09:27:16,0.8583333334536292%
k8s-worker22,10.2.2.10,2026-01-16 10:27:16,0.8658044730658787%
k8s-worker22,10.2.2.10,2026-01-16 11:27:16,0.9283023899571958%
k8s-worker22,10.2.2.10,2026-01-16 12:27:16,0.9291666667074168%
k8s-worker22,10.2.2.10,2026-01-16 13:27:16,0.9375000000485016%
k8s-worker22,10.2.2.10,2026-01-16 14:27:16,0.9083333333546761%
k8s-worker22,10.2.2.10,2026-01-16 15:27:16,0.8625000000271683%
k8s-worker22,10.2.2.10,2026-01-16 16:27:16,0.8841961397277487%
k8s-worker22,10.2.2.10,2026-01-16 17:27:16,0.9583333332557231%
k8s-worker22,10.2.2.10,2026-01-16 18:27:16,0.9250000000368743%
k8s-worker22,10.2.2.10,2026-01-16 19:27:16,0.9124999999282011%
k8s-worker22,10.2.2.10,2026-01-16 20:27:16,0.9550318345108906%
k8s-worker22,10.2.2.10,2026-01-16 21:27:16,0.8533048899010396%
k8s-worker22,10.2.2.10,2026-01-16 22:27:16,0.9533015566749299%
k8s-worker22,10.2.2.10,2026-01-16 23:27:16,0.9666666666453239%
k8s-worker22,10.2.2.10,2026-01-17 00:27:16,0.9199693343361304%
k8s-worker22,10.2.2.10,2026-01-17 01:27:16,0.9550318344138731%
k8s-worker22,10.2.2.10,2026-01-17 02:27:16,0.99669988990901%
k8s-worker22,10.2.2.10,2026-01-17 03:27:16,0.8841961397762503%
k8s-worker22,10.2.2.10,2026-01-17 04:27:16,0.8874999999534339%
k8s-worker22,10.2.2.10,2026-01-17 05:27:16,0.8449718342314441%
k8s-worker22,10.2.2.10,2026-01-17 06:27:16,0.9125000000252186%
k8s-worker22,10.2.2.10,2026-01-17 07:27:16,0.8624999999786667%
k8s-worker22,10.2.2.10,2026-01-17 08:27:16,0.9449685011508535%
k8s-worker22,10.2.2.10,2026-01-17 09:27:16,0.8833333333798947%
k8s-worker22,10.2.2.10,2026-01-17 10:27:16,0.9000000000620787%
k8s-worker22,10.2.2.10,2026-01-17 11:27:16,0.9491350288401321%
k8s-worker22,10.2.2.10,2026-01-17 12:27:16,0.884196139824752%
k8s-worker22,10.2.2.10,2026-01-17 13:27:16,0.8791666667093523%
k8s-worker22,10.2.2.10,2026-01-17 14:27:16,0.9166666665987577%
k8s-worker22,10.2.2.10,2026-01-17 15:27:16,0.8883629454858379%
k8s-worker22,10.2.2.10,2026-01-17 16:27:16,0.8574714176388056%
k8s-worker22,10.2.2.10,2026-01-17 17:27:16,0.874999999990294%
k8s-worker22,10.2.2.10,2026-01-17 18:27:16,0.9499999999631399%
k8s-worker22,10.2.2.10,2026-01-17 19:27:16,0.874999999990294%
k8s-worker22,10.2.2.10,2026-01-17 20:27:16,0.900000000013577%
k8s-worker22,10.2.2.10,2026-01-17 21:27:16,0.8833333333798947%
k8s-worker22,10.2.2.10,2026-01-17 22:27:16,0.9133637788217328%
