UTCG,r_x,r_y,r_z,v_x,v_y,v_z,a_x,a_y,a_z,lla_Lat,lla_Lon,lla_Alt,coe_Semi-major_Axis,coe_Eccentricity,coe_Inclination,coe_RAAN,coe_Arg_of_Perigee,coe_True_Anomaly
15 Dec 2025 00:00:00.000,3588.894389856813,-5220.219171113064,2805.036747489584,5.4237206257341075,0.9230371576780947,-5.2215730409932215,-0.00430178848684575,0.006257157856908012,-0.0033622262108446628,24.095579936395218,-139.1173177532402,553.5410422312476,6928.137000000003,1.972307728096778e-16,53.00000910927866,143.99999302643337,0.0,149.53847312398986
15 Dec 2025 00:01:00.000,3906.343203636495,-5153.617928351088,2485.9178012859184,5.154101161559649,1.296205901871169,-5.411899806838541,-0.004682294989388657,0.006177327015372851,-0.002979717822580821,21.232726803836208,-136.7065266109313,552.7856732435662,6928.137000000002,3.629551484541571e-17,53.00000910928123,143.99999302644332,0.0,153.30219973735478
15 Dec 2025 00:02:00.000,4206.941815954061,-5064.78630391916,2156.0757277004523,4.8622492312651735,1.6637833988427406,-5.5788820795650205,-0.0050426041846896395,0.006070849973214941,-0.002584356276518748,18.328518878039812,-134.39680153082335,552.0997661433773,6928.136999999998,1.8694353305054804e-16,53.00000910928384,143.99999302645205,0.0,157.06592635071968
15 Dec 2025 00:03:00.000,4489.393580070642,-4954.1074773509745,1816.933316565212,4.549423752351252,2.024184085176303,-5.721799573015157,-0.005381161861505104,0.0059381860243357945,-0.002177846983922682,15.3901851686892,-132.1712490148405,551.4952080077954,6928.136999999995,5.68992541014422e-16,53.00000910928641,143.999993026462,0.0,160.8296529640846
15 Dec 2025 00:04:00.000,4752.480126559533,-4822.05886714992,1469.9534751707295,4.216974112740981,2.375853354976776,-5.840035805627669,-0.005696507634824189,0.005779907421133558,-0.0017619434424038963,12.424269057047056,-130.01421226121295,550.9824846252677,6928.136999999999,1.9129712503534545e-16,53.000009109288996,143.99999302647072,0.0,164.59337957744953
15 Dec 2025 00:05:00.000,4995.066618802758,-4669.210071420502,1116.6329179442719,3.8663343501292693,2.7172742657394147,-5.933080759660704,-0.005987281245311465,0.005596696906063683,-0.0013384396721234503,9.43677162965594,-127.91106908926739,550.5704952196668,6928.137000000001,2.1327634592840269e-16,53.00000910929158,143.99999302647942,0.0,168.35710619081442
15 Dec 2025 00:06:00.000,5216.106648163599,-4496.220410879567,758.4957102993358,3.499016966191622,3.0469740817546858,-6.000533081178171,-0.006252228426851252,0.005389344766596565,-0.0009091624771989327,6.433278066769083,-125.84802539659222,550.2663947707686,6928.137,1.27034301958955e-16,53.00000910929416,143.9999930264881,0.0,172.12083280417934
15 Dec 2025 00:07:00.000,5414.646747721364,-4303.836084844113,397.0866945053419,3.1166064023344675,3.363530626825578,-6.042101811309485,-0.006490206316885759,0.005158745426273845,-0.0004759635656960268,3.4190704910721834,-123.81190984162188,550.0754669485946,6928.1370000000015,4.0665336583004787e-16,53.00000910929673,143.99999302649806,0.0,175.88455941754427
15 Dec 2025 00:08:00.000,5589.830505097038,-4092.8869524645775,33.96482593534508,2.7207522051302684,3.6655784188935954,-6.057607641314805,-0.006700188386207983,0.004905893586569364,-4.071156219568133e-05,0.3992306855941085,-121.78997192169683,550.001030113546,6928.136999999999,1.9872615367229987e-16,53.0000091092993,143.99999302650804,0.0,179.6482860309092
15 Dec 2025 00:09:00.000,5740.90225662998,-3864.2829530868007,-329.30355156382063,2.3131619109180317,3.951814560112238,-6.046983686042006,-0.006881268866945664,0.004631879936195706,0.0003947160526089423,-2.6212639966586053,-119.76968343866857,550.0443782081803,6928.136999999995,4.600651782472168e-16,53.00000910930188,143.99999302651673,0.0,183.4120126442741
15 Dec 2025 00:10:00.000,5867.210346969955,-3619.0101811842615,-691.1514621719234,1.8955936802621207,4.221004356960308,-6.0102757724390345,-0.00703266665963514,0.0043378864463652096,0.0008284410405167727,-5.637448304612786,-117.73854208754366,550.2047576936926,6928.137000000005,5.950917812879577e-16,53.000009109304436,143.99999302652415,0.0,187.175739257639
15 Dec 2025 00:11:00.000,5968.2099400243915,-3358.126632791154,-1050.0180573217765,1.4698487140408032,4.471986646152518,-5.947642241877142,-0.007153728702532152,0.004025181272299134,0.001258592507690697,-8.644277177477015,-115.6838753068989,550.4793809821883,6928.136999999999,1.8428201553868737e-16,53.00000910930701,143.99999302653535,0.0,190.93946587100393
15 Dec 2025 00:12:00.000,6043.465369134378,-3082.757641786753,-1404.3553484954693,1.0377634838798848,4.703678803373338,-5.859353267137684,-0.0072439327886242195,0.0036951132829804736,0.001683314974849146,-11.636531092064784,-113.5926424632628,550.863476101974,6928.136999999994,5.793175220128361e-16,53.00000910930959,143.99999302654408,0.0,194.70319248436886
15 Dec 2025 00:13:00.000,6092.652016345249,-2794.091025710873,-1752.6348845481568,0.6012018104414762,4.915081413230298,-5.745789687008668,-0.0073028898181975235,0.003349106242739457,0.0021007763809662546,-14.608715463135397,-111.4512338904848,551.350371626122,6928.136999999999,2.8470271947367154e-16,53.00000910931214,143.99999302655274,0.0,198.46691909773378
15 Dec 2025 00:14:00.000,6115.557712661205,-2493.371962056295,-2093.3543447564293,0.16204682374374665,5.105282580280531,-5.607441363518121,-0.007330345477236597,0.0029886526697782533,0.0025091759859562244,-17.55495080092889,-109.24526636785566,551.9316152124944,6928.137000000008,5.513547367726534e-16,53.00000910931469,143.99999302656144,0.0,202.2306457110987
15 Dec 2025 00:15:00.000,6112.08365324686,-2181.8976171345375,-2425.044019151848,-0.27780715981245346,5.273461862536199,-5.444905068890398,-0.007326181334420505,0.0026153073981204584,0.0029067521382532997,-20.468850235213775,-106.95937652116875,552.5971234633773,6928.136999999994,9.424373306020755e-16,53.00000910931724,143.99999302657272,0.0,205.99437232446365
15 Dec 2025 00:16:00.000,6082.244823626314,-1861.011550686964,-2746.273148186403,-0.7164628086686198,5.41889381048098,-5.258881911340166,-0.0072904153519816215,0.002230680870760184,0.0032917898737815005,-23.34338098420787,-104.57701674673733,553.3353602300525,6928.137000000002,3.6295514845415704e-17,53.00000910931981,143.9999930265814,0.0,209.75809893782855
15 Dec 2025 00:17:00.000,6026.169935042934,-1532.097920372943,-3055.6560943834247,-1.1520279603418468,5.540951096331826,-5.050174310807989,-0.007223201808225391,0.0018364321929360526,0.003662628313535609,-26.17070649994887,-102.08026315672768,554.1335399752966,6928.137000000003,1.869435330505481e-16,53.000009109322356,143.99999302658878,0.0,213.52182555119347
15 Dec 2025 00:18:00.000,5944.100869256883,-1196.5755111390167,-3351.8583193522622,-1.582623783359328,5.639107220047794,-4.819682537682893,-0.007124830632042995,0.0014342619755006944,0.004017667827863551,-28.942006559971325,-99.44965251841991,554.9778523749144,6928.136999999993,1.1477827502120728e-15,53.000009109324935,143.99999302659748,0.0,217.2855521645584
15 Dec 2025 00:19:00.000,5836.391635176284,-855.8916152212813,-3633.602140384554,-2.006392881689069,5.7129387804136424,-4.568400829442234,-0.0069957261522888845,0.0010259049992534372,0.004355376936546739,-31.647273821577325,-96.6640762326126,555.853703995308,6928.136999999993,1.2119827339703217e-15,53.00000910932747,143.9999930266087,0.0,221.04927877792335
15 Dec 2025 00:20:00.000,5703.506841822581,-511.51578918027906,-3899.6722418007507,-2.4215073067076434,5.76212730140175,-4.297413101959975,-0.00683644526741764,0.0006131227318793665,0.004674298914914494,-34.275087807763086,-93.70077522739902,556.7459726320748,6928.136999999994,5.916923184290334e-16,53.00000910933,143.99999302661865,0.0,224.81300539128824
15 Dec 2025 00:21:00.000,5546.019694217087,-164.9335148964802,-4148.920917273444,-2.82617644214627,5.78646060593379,-4.007888273982819,-0.006647675043275573,0.00019769572977180522,0.004973058077496809,-36.81237168020863,-90.53550121117372,557.639269735517,6928.136999999996,7.477741322021923e-16,53.00000910933255,143.99999302662607,0.0,228.5767320046532
15 Dec 2025 00:22:00.000,5364.609520833168,182.36020812829807,-4380.2730205144235,-3.218654728001473,5.785833731116633,-3.701075224942331,-0.006430229749408685,-0.0002185840424845729,0.005250365712110514,-39.244144453882484,-87.14293705868721,558.5182062814524,6928.136999999998,5.608305991516443e-16,53.0000091093351,143.99999302663477,0.0,232.34045861801815
15 Dec 2025 00:23:00.000,5160.058843279723,528.8673115232075,-4592.73060297052,-3.5972491900923176,5.760249381005203,-3.3782974078527386,-0.006185047346671277,-0.0006339209418392409,0.005505025638782023,-41.553292667789485,-83.49749970954964,559.367657465682,6928.136999999998,4.0921411333610563e-16,53.00000910933764,143.999993026646,0.0,236.10418523138307
