Node Name,Node IP,Network Card,Time(YYYY-MM-DD HH:MM:SS),Inbound Traffic Rate(B/s)
k8s-master,10.2.3.10,cni0,2026-01-19 16:27:16,146.04868906921877 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 17:27:16,173.3814814814815 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 18:27:16,149.19314515979687 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 19:27:16,147.5925925925926 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 20:27:16,145.2925925925926 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 21:27:16,332.1333333333333 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 22:27:16,331.5888888888889 B/s
k8s-master,10.2.3.10,cni0,2026-01-19 23:27:16,163.36235791719292 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 00:27:16,178.44814814814816 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 01:27:16,147.64814814814815 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 02:27:16,157.12962962962965 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 03:27:16,168.9 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 04:27:16,406.40370370370374 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 05:27:16,350.4703703703704 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 06:27:16,145.67037037037036 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 07:27:16,218.4 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 08:27:16,331.9580297850749 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 09:27:16,328.0814814814815 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 10:27:16,328.52592592592595 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 11:27:16,332.0037037037037 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 12:27:16,328.8962962962963 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 13:27:16,331.2925925925926 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 14:27:16,329.8 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 15:27:16,334.4222222222222 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 16:27:16,335.90370370370374 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 17:27:16,331.9703703703704 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 18:27:16,155.8111111111111 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 19:27:16,145.1851851851852 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 20:27:16,149.72962962962964 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 21:27:16,149.20000000000002 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 22:27:16,157.97407407407408 B/s
k8s-master,10.2.3.10,cni0,2026-01-20 23:27:16,146.88888888888889 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 00:27:16,148.56666666666666 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 01:27:16,150.69944185391907 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 02:27:16,163.97097767028765 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 03:27:16,147.4962962962963 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 04:27:16,164.92653676495095 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 05:27:16,151.9851851851852 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 06:27:16,171.83333333333334 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 07:27:16,151.2037037037037 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 08:27:16,144.73333333333335 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 09:27:16,339.97281491550035 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 10:27:16,146.67777777777778 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 11:27:16,148.97037037037038 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 12:27:16,144.71481481481482 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 13:27:16,151.03389271812117 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 14:27:16,148.01481481481483 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 15:27:16,152.26296296296297 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 16:27:16,146.16666666666669 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 17:27:16,143.5962962962963 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 18:27:16,149.45185185185187 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 19:27:16,148.72592592592594 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 20:27:16,153.12222222222223 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 21:27:16,144.8 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 22:27:16,185.11851851851853 B/s
k8s-master,10.2.3.10,cni0,2026-01-21 23:27:16,146.42592592592592 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 00:27:16,158.6549679445632 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 01:27:16,171.38518518518518 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 02:27:16,146.366124569909 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 03:27:16,190.80370370370372 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 04:27:16,169.862333843208 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 05:27:16,148.74074074074073 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 06:27:16,241.19718961922078 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 07:27:16,148.38888888888889 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 08:27:16,148.48203141493116 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 09:27:16,151.9777777777778 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 10:27:16,147.24444444444444 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 11:27:16,145.44390576331202 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 12:27:16,145.88888888888889 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 13:27:16,142.7925925925926 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 14:27:16,143.54444444444445 B/s
k8s-master,10.2.3.10,cni0,2026-01-22 15:27:16,145.2740740740741 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 15:27:16,18547.140740740742 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 16:27:16,18505.192592592593 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 17:27:16,18274.42962962963 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 18:27:16,18296.6396420754 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 19:27:16,18271.07037037037 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 20:27:16,18299.766666666666 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 21:27:16,18314.145607946695 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 22:27:16,18317.977777777778 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-15 23:27:16,18327.89137818008 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 00:27:16,18272.86666666667 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 01:27:16,18473.181481481482 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 02:27:16,18349.3 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 03:27:16,21211.076996011125 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 04:27:16,18266.94814814815 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 05:27:16,18298.62962962963 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 06:27:16,18299.214814814815 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 07:27:16,18346.450568701595 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 08:27:16,21233.840740740743 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 09:27:16,18511.625925925928 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 10:27:16,18511.751851851852 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 11:27:16,18479.5962962963 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 12:27:16,18678.90740740741 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 13:27:16,18636.28888888889 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 14:27:16,18533.24074074074 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 15:27:16,18525.17037037037 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 16:27:16,18457.214814814815 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 17:27:16,18458.803703703703 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 18:27:16,18668.414814814816 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 19:27:16,18309.692592592593 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 20:27:16,18358.844444444447 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 21:27:16,18321.54074074074 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 22:27:16,21288.99366293949 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-16 23:27:16,18315.24074074074 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 00:27:16,18340.085185185188 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 01:27:16,18318.133333333335 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 02:27:16,18323.028433228028 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 03:27:16,18244.00831114189 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 04:27:16,18310.390038481622 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 05:27:16,18262.923196011834 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 06:27:16,18283.722222222223 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 07:27:16,18443.98148148148 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 08:27:16,18476.892592592594 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 09:27:16,18728.033333333333 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 10:27:16,18485.157352434635 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 11:27:16,18671.57777777778 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 12:27:16,21500.67037037037 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 13:27:16,18518.516735247165 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 14:27:16,18508.16108088489 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 15:27:16,18495.927762695414 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 16:27:16,18512.662962962964 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 17:27:16,18597.75925925926 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 18:27:16,18426.757678675265 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 19:27:16,18327.786399208882 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 20:27:16,18344.82094510761 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 21:27:16,18308.617375491205 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 22:27:16,18345.81111111111 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-17 23:27:16,18260.654590168186 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 00:27:16,18335.74074074074 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 01:27:16,18319.196296296297 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 02:27:16,18301.01369994926 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 03:27:16,18306.303703703703 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 04:27:16,18489.94814814815 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 05:27:16,18298.321117329197 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 06:27:16,18280.556594654052 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 07:27:16,18332.533333333333 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 08:27:16,18287.237037037037 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 09:27:16,18493.324049348328 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 10:27:16,18463.92962962963 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 11:27:16,18495.868503216676 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 12:27:16,18544.235349019807 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 13:27:16,18563.131715302647 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 14:27:16,18478.54074074074 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 15:27:16,18560.438665041984 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 16:27:16,18596.522222222222 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 17:27:16,18605.303703703703 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 18:27:16,18386.58888888889 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 19:27:16,18366.23568060859 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 20:27:16,18355.283869319006 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 21:27:16,18376.977777777778 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 22:27:16,21325.022222222222 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-18 23:27:16,18398.465190869665 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 00:27:16,18390.48373894912 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 01:27:16,18390.77922510824 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 02:27:16,18349.1975896207 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 03:27:16,18379.48888888889 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 04:27:16,18303.160382075486 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 05:27:16,18313.28264178756 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 06:27:16,18678.15436353468 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 07:27:16,18483.816726604717 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 08:27:16,18521.066666666666 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 09:27:16,18476.785185185185 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 10:27:16,18514.04074074074 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 11:27:16,18289.100000000002 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 12:27:16,18333.282715861907 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 13:27:16,18566.07938489117 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 14:27:16,18538.22022881397 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 15:27:16,18564.962962962964 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 16:27:16,18384.368090252185 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 17:27:16,18354.20871929155 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 18:27:16,18327.993807384468 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 19:27:16,21478.251851851852 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 20:27:16,18543.681481481482 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 21:27:16,18301.662962962964 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 22:27:16,18380.151851851853 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-19 23:27:16,18511.1944859055 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 00:27:16,18524.59083181789 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 01:27:16,18543.8 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 02:27:16,18294.82222222222 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 03:27:16,18537.25726941752 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 04:27:16,18484.716610061518 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 05:27:16,18341.453116493023 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 06:27:16,21571.937037037038 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 07:27:16,18524.52962962963 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 08:27:16,18357.425925925927 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 09:27:16,18409.727443434975 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 10:27:16,18369.831963585322 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 11:27:16,18369.616183763643 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 12:27:16,18542.544444444444 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 13:27:16,18365.766666666666 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 14:27:16,18529.94814814815 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 15:27:16,18292.904788536252 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 16:27:16,18385.33476049911 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 17:27:16,18528.505449979817 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 18:27:16,18534.475798237785 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 19:27:16,18313.55185185185 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 20:27:16,18423.233333333334 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 21:27:16,18335.33703703704 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 22:27:16,21313.86550420184 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-20 23:27:16,18588.15773391753 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 00:27:16,18313.100000000002 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 01:27:16,18462.862962962965 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 02:27:16,18310.295147055014 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 03:27:16,18369.97037037037 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 04:27:16,18584.00894811501 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 05:27:16,18738.385185185187 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 06:27:16,18604.937037037038 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 07:27:16,18554.062962962962 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 08:27:16,18551.603703703706 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 09:27:16,18528.16841419106 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 10:27:16,18528.68322709916 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 11:27:16,41993.485185185185 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 12:27:16,18355.116130059738 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 13:27:16,18379.372668990116 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 14:27:16,27575.462962962964 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 15:27:16,18474.925925925927 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 16:27:16,18565.829629629632 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 17:27:16,18362.646805011835 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 18:27:16,18527.71851851852 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 19:27:16,18417.372528249896 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 20:27:16,18374.58657254286 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 21:27:16,18395.03479642517 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 22:27:16,18536.162962962964 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-21 23:27:16,18368.76432875677 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 00:27:16,18362.403703703705 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 01:27:16,18327.549361293928 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 02:27:16,18367.777777777777 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 03:27:16,18406.82222222222 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 04:27:16,18389.071811377078 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 05:27:16,18398.112585602168 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 06:27:16,18380.022222222222 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 07:27:16,21339.541998303695 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 08:27:16,18392.37632453213 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 09:27:16,18408.320030814928 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 10:27:16,18838.73763430506 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 11:27:16,18743.932384934757 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 12:27:16,18416.00586664494 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 13:27:16,18616.01339264219 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 14:27:16,18563.155555555557 B/s
k8s-worker24,10.2.4.10,cni0,2026-01-22 15:27:16,18541.396296296298 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 15:27:16,44648.560560886806 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 16:27:16,44604.240740740745 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 17:27:16,44638.08652560545 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 18:27:16,44651.72833973459 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 19:27:16,44635.731984192535 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 20:27:16,44609.30596039245 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 21:27:16,44683.84327349361 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 22:27:16,44623.86805974792 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-15 23:27:16,44638.79125478242 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 00:27:16,44639.457923918235 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 01:27:16,44643.6962962963 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 02:27:16,44653.37777777778 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 03:27:16,44639.82355620905 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 04:27:16,44599.36147911659 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 05:27:16,44653.36666666667 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 06:27:16,44627.75323054358 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 07:27:16,44589.038559116445 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 08:27:16,44648.494994425906 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 09:27:16,44629.32359509779 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 10:27:16,44736.73703703704 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 11:27:16,44647.474074074074 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 12:27:16,44643.349469076034 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 13:27:16,44592.21481481482 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 14:27:16,44652.327213602905 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 15:27:16,44644.085185185184 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 16:27:16,44628.21481481482 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 17:27:16,44636.84309941889 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 18:27:16,44630.08148148148 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 19:27:16,44598.70370370371 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 20:27:16,44637.00875181944 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 21:27:16,44642.07777777778 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 22:27:16,44631.42592592593 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-16 23:27:16,44619.322222222225 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 00:27:16,44625.107407407406 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 01:27:16,44630.751851851855 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 02:27:16,44647.1 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 03:27:16,44730.18518518519 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 04:27:16,44645.00740740741 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 05:27:16,44627.38888888889 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 06:27:16,44594.9 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 07:27:16,44684.63450135371 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 08:27:16,44636.14814814815 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 09:27:16,44635.36666666667 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 10:27:16,44639.68755439834 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 11:27:16,44633.31851851852 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 12:27:16,44598.12222222222 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 13:27:16,44628.21851851852 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 14:27:16,44647.13703703704 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 15:27:16,44630.346779062136 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 16:27:16,44637.41111111111 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 17:27:16,44647.6 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 18:27:16,44590.659259259264 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 19:27:16,44627.24444444445 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 20:27:16,44716.235986059204 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 21:27:16,44624.72592592593 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 22:27:16,44653.066666666666 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-17 23:27:16,44631.34074074074 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 00:27:16,44636.20370370371 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 01:27:16,44609.974074074074 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 02:27:16,44796.107407407406 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 03:27:16,44815.97777777778 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 04:27:16,44644.322222222225 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 05:27:16,44636.55185185185 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 06:27:16,44641.392592592594 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 07:27:16,44630.22592592593 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 08:27:16,44646.44945759461 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 09:27:16,44631.59259259259 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 10:27:16,44647.94814814815 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 11:27:16,44652.72463972088 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 12:27:16,44610.607407407406 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 13:27:16,44687.84444444445 B/s
k8s-worker25,10.2.5.10,cni0,2026-01-18 14:27:16,44636.73333333334 B/s
