Node Name,Node IP,Network Card,Time(YYYY-MM-DD HH:MM:SS),Inbound Traffic Rate(B/s)
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 14:27:16,187.2888888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 15:27:16,189.93703703703704 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 16:27:16,192.2111111111111 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 17:27:16,183.91481481481483 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 18:27:16,182.84444444444446 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 19:27:16,175.7888888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 20:27:16,185.34444444444446 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 21:27:16,177.22222222222223 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 22:27:16,190.4777777777778 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-16 23:27:16,192.54002762952732 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 00:27:16,186.12894026318423 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 01:27:16,179.18955255389832 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 02:27:16,184.90740740740742 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 03:27:16,186.7696786308199 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 04:27:16,181.02222222222224 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 05:27:16,179.31851851851852 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 06:27:16,192 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 07:27:16,189.3962962962963 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 08:27:16,190.17777777777778 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 09:27:16,189.53633505061094 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 10:27:16,184.3814814814815 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 11:27:16,191.0044111274486 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 12:27:16,193.35925925925926 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 13:27:16,1526.6241726821208 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 14:27:16,189.8814814814815 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 15:27:16,187.80439927555284 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 16:27:16,184.85487090788556 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 17:27:16,185.93402197785915 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 18:27:16,182.42525027685085 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 19:27:16,193.24074074074076 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 20:27:16,186.7888888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 21:27:16,190.84444444444446 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 22:27:16,185.02222222222224 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-17 23:27:16,187.75185185185185 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 00:27:16,182.0659923481765 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 01:27:16,183.7511712919582 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 02:27:16,1519.0499294447059 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 03:27:16,1520.6463727643434 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 04:27:16,182.77104730017516 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 05:27:16,185.5888888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 06:27:16,187.70069518775992 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 07:27:16,185.3673532124193 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 08:27:16,181.38451339069115 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 09:27:16,188.95115203277027 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 10:27:16,188.60670886404125 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 11:27:16,189.5925925925926 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 12:27:16,188.0474516761049 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 13:27:16,183.5733941726142 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 14:27:16,184.9 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 15:27:16,186.20370370370372 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 16:27:16,194.84814814814817 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 17:27:16,186.51550561298373 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 18:27:16,185.38587179952515 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 19:27:16,486.2980974003607 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 20:27:16,179.06666666666666 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 21:27:16,189.61111111111111 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 22:27:16,191.1037037037037 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-18 23:27:16,178.84074074074076 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 00:27:16,190.1525561205782 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 01:27:16,192.04814814814816 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 02:27:16,186.8696782604509 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 03:27:16,192.84444444444446 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 04:27:16,183.78586587357728 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 05:27:16,183.07104841129038 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 06:27:16,191.39929111373664 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 07:27:16,185.74074074074076 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 08:27:16,183.9340145704243 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 09:27:16,179.85185185185185 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 10:27:16,186.90671516031423 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 11:27:16,185.11851851851853 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 12:27:16,184.1888888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 13:27:16,185.95185185185187 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 14:27:16,184.85185185185185 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 15:27:16,193.97407407407408 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 16:27:16,1521.5962962962963 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 17:27:16,194.00442223860085 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 18:27:16,200.0303704828536 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 19:27:16,187.9851851851852 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 20:27:16,182.43703703703704 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 21:27:16,180.3599272589898 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 22:27:16,186.3740740740741 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-19 23:27:16,190.8673735828651 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 00:27:16,183.81851851851852 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 01:27:16,469.2572935455316 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 02:27:16,179.91481481481483 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 03:27:16,187.61111111111111 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 04:27:16,187.77476953618344 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 05:27:16,194.20668812337735 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 06:27:16,1880.462962962963 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 07:27:16,1814.4363497642582 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 08:27:16,1527.4612128193064 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 09:27:16,484.0980892521823 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 10:27:16,192.33703703703705 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 11:27:16,188.83403271863966 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 12:27:16,183.6074074074074 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 13:27:16,185.9474594538539 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 14:27:16,188.27847510546331 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 15:27:16,189.04444444444445 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 16:27:16,186.12592592592594 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 17:27:16,182.92592592592592 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 18:27:16,185.46296296296296 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 19:27:16,186.2111111111111 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 20:27:16,183.13401160745036 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 21:27:16,192.20071185448833 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 22:27:16,187.57337935785426 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-20 23:27:16,191.5 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 00:27:16,190.70299739630596 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 01:27:16,1525.3278715847093 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 02:27:16,1520.6425161388293 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 03:27:16,1521.488888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 04:27:16,1519.937037037037 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 05:27:16,187.7437490972256 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 06:27:16,1527.8185185185187 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 07:27:16,190.2740740740741 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 08:27:16,1529.7239639853187 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 09:27:16,187.24444444444444 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 10:27:16,1521.3945236834209 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 11:27:16,1513.7333333333333 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 12:27:16,1516.151851851852 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 13:27:16,182.87710045518352 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 14:27:16,180.0993329654335 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 15:27:16,183.4622834730242 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 16:27:16,177.8962962962963 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 17:27:16,185.52592592592595 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 18:27:16,180.3148148148148 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 19:27:16,180.3932607157804 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 20:27:16,185.49190558553488 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 21:27:16,185.64444444444445 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 22:27:16,183.79697702584082 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-21 23:27:16,181.2747454620202 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 00:27:16,185.5 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 01:27:16,182.37037037037038 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 02:27:16,183.62962962962965 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 03:27:16,184.0562372453231 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 04:27:16,177.4888888888889 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 05:27:16,185.63402086674392 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 06:27:16,180.17711045514648 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 07:27:16,182.07407407407408 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 08:27:16,181.3 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 09:27:16,180.9925925925926 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 10:27:16,179.5474831574698 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 11:27:16,175.81851851851852 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 12:27:16,185.17709193669654 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 13:27:16,185.1252402768879 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 14:27:16,473.5148148148148 B/s
k8s-worker11,10.1.1.10,flannel.1,2026-01-22 15:27:16,177.68148148148148 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 15:27:16,114.50327961748292 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 16:27:16,105.40701701104813 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 17:27:16,105.08888888888889 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 18:27:16,106.13333333333334 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 19:27:16,108.1995992607435 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 20:27:16,114.95598131844932 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 21:27:16,108.81851851851852 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 22:27:16,112.73291580401555 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-15 23:27:16,113.43375345834613 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 00:27:16,111.22181028959153 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 01:27:16,109.36626160643851 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 02:27:16,111.27448620180073 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 03:27:16,110.30781595487389 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 04:27:16,109.04444444444445 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 05:27:16,1451.2353657949416 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 06:27:16,1445.8535031611227 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 07:27:16,1453.4074074074074 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 08:27:16,1449.1316698827043 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 09:27:16,104.71890636631986 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 10:27:16,1449.2498120363407 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 11:27:16,1444.6555555555556 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 12:27:16,1448.9538927633603 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 13:27:16,1441.6757099100364 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 14:27:16,112.11893377382877 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 15:27:16,108.48148148148148 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 16:27:16,108.81851851851852 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 17:27:16,107.35925925925926 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 18:27:16,104.94775945274277 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 19:27:16,105.84444444444445 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 20:27:16,104.83294506316645 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 21:27:16,113.36666666666667 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 22:27:16,114.61439031707292 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-16 23:27:16,107.16626975455648 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 00:27:16,111.92634046792764 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 01:27:16,108.4925925925926 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 02:27:16,108.93703703703704 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 03:27:16,109.14074074074074 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 04:27:16,115.01481481481481 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 05:27:16,107.1300264075052 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 06:27:16,110.87037037037038 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 07:27:16,112.21523042677934 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 08:27:16,104.1040892744047 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 09:27:16,113.04486312912269 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 10:27:16,108.81851851851852 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 11:27:16,110.63744680535852 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 12:27:16,115.25555555555556 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 13:27:16,111.90041444597941 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 14:27:16,112.11069588631155 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 15:27:16,110.92222222222223 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 16:27:16,110.87448472031376 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 17:27:16,112.74074074074075 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 18:27:16,111.67037037037038 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 19:27:16,110.59588668190119 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 20:27:16,107.08928551587226 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 21:27:16,106.4 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 22:27:16,112.42962962962963 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-17 23:27:16,112.48560179852517 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 00:27:16,111.04074074074074 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 01:27:16,110.16296296296296 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 02:27:16,118.55555555555556 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 03:27:16,110.84485498094436 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 04:27:16,110.85925925925926 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 05:27:16,108.33333333333334 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 06:27:16,106.94404835537647 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 07:27:16,111.85555555555555 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 08:27:16,111.81522894529238 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 09:27:16,111.12962962962963 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 10:27:16,109.6888888888889 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 11:27:16,107.44444444444444 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 12:27:16,109.30740740740741 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 13:27:16,108.64814814814815 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 14:27:16,105.12222222222222 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 15:27:16,112.14814814814815 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 16:27:16,107.0921959548298 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 17:27:16,109.73333333333333 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 18:27:16,114.85185185185186 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 19:27:16,111.3888888888889 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 20:27:16,106.9074074074074 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 21:27:16,107.26296296296297 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 22:27:16,104.85964762832454 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-18 23:27:16,112.78888888888889 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 00:27:16,106.77407407407408 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 01:27:16,108.92222222222223 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 02:27:16,107.75555555555556 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 03:27:16,116.94814814814815 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 04:27:16,101.3037037037037 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 05:27:16,101.8 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 06:27:16,106.7 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 07:27:16,105.71071958992745 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 08:27:16,103.84074074074074 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 09:27:16,109.0925925925926 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 10:27:16,106.70409890407 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 11:27:16,108.66296296296296 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 12:27:16,109.87777777777778 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 13:27:16,109.57037037037037 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 14:27:16,109.20370370370371 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 15:27:16,111.56296296296297 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 16:27:16,109.82633269012106 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 17:27:16,113.54814814814816 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 18:27:16,112.57365713460322 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 19:27:16,109.1374412497824 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 20:27:16,105.5781688080326 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 21:27:16,1450.7427750267593 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 22:27:16,1443.9925925925927 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-19 23:27:16,121.570820632669 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 00:27:16,1446.3962962962964 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 01:27:16,107.7925925925926 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 02:27:16,106.33743087937361 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 03:27:16,110.98148148148148 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 04:27:16,109.25925925925927 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 05:27:16,112.99301108522623 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 06:27:16,110.65185185185186 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 07:27:16,109.13703703703705 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 08:27:16,106.7 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 09:27:16,109.98148148148148 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 10:27:16,106.71851851851852 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 11:27:16,109.1995955570535 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 12:27:16,108.37407407407407 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 13:27:16,108.58478301932216 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 14:27:16,108.71481481481482 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 15:27:16,111.98148148148148 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 16:27:16,109.18518518518519 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 17:27:16,107.47037037037038 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 18:27:16,113.24074074074075 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 19:27:16,106.89590038555414 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 20:27:16,111.11851851851853 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 21:27:16,111.41851851851852 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 22:27:16,110.59300219630441 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-20 23:27:16,107.74444444444445 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 00:27:16,111.68518518518519 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 01:27:16,109.53333333333333 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 02:27:16,105.75555555555556 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 03:27:16,110.06296296296297 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 04:27:16,113.00412223748975 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 05:27:16,110.32922100288519 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 06:27:16,113.43703703703704 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 07:27:16,110.9 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 08:27:16,107.14814814814815 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 09:27:16,105.82962962962964 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 10:27:16,112.66296296296296 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 11:27:16,103.4074074074074 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 12:27:16,107.5037037037037 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 13:27:16,108.65966170245073 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 14:27:16,107.53333333333333 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 15:27:16,108.73663430876184 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 16:27:16,103.12962962962963 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 17:27:16,106.88928477512879 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 18:27:16,1445.0222222222224 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 19:27:16,1447.9777777777779 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 20:27:16,1449.850185740053 B/s
k8s-worker12,10.1.2.10,flannel.1,2026-01-21 21:27:16,1447.2481481481482 B/s
